,P50_model
35415,1160491.5737581993
35416,1168952.3739727172
35417,1319275.8921946972
35418,1559157.6110818018
35419,1633216.6354178442
35420,1703947.740226084
35421,1621962.9769156799
35422,1492278.3864958002
35423,1392403.9688409092
35424,1353080.9561780486
35425,1369753.395215768
35426,1423713.1263113646
35427,1423713.1263113646
35428,1500569.5167150875
35429,1698871.7640176415
35430,1995901.6092763222
35431,2096725.007429766
35432,1835878.2345120455
35433,1554637.6181960534
35434,1372988.5505445884
35435,1222454.455203229
35436,1172905.5051485938
35437,1131331.1833493218
35438,1125920.4426786022
35439,1125920.4426786022
35440,1129242.8280679558
35441,1260709.9007810405
35442,1497272.0720444047
35443,1630354.4439550922
35444,1669549.704983111
35445,1612633.2779208273
35446,1422265.5559245162
35447,1264092.3994947528
35448,1134132.9623155608
35449,1099149.5947099747
35450,1165945.8708392638
35451,1165945.8708392638
35452,1238996.0485719163
35453,1385523.1843993044
35454,1699521.2936736308
35455,1789100.2681569844
35456,1650003.5417999374
35457,1499341.2141326368
35458,1346080.9322268893
35459,1234842.7435660171
35460,1182638.2652825555
35461,1142956.0961499028
35462,1134010.6334097974
35463,1134010.6334097974
35464,1140317.324757672
35465,1263835.7890725797
35466,1454502.646704555
35467,1562393.6009801403
35468,1583274.551215481
35469,1503116.3788308022
35470,1374275.9693873245
35471,1216944.4702435634
35472,1136418.2634321777
35473,1099149.5947099747
35474,1165945.8708392638
35475,1165945.8708392638
35476,1242201.0040282053
35477,1464619.726537982
35478,1806409.5791852977
35479,1944662.7388452739
35480,1834934.481780867
35481,1656964.8315027398
35482,1487241.9701530472
35483,1383743.8065996277
35484,1307023.8803290813
35485,1193339.0169782247
35486,1176950.1059837644
35487,1176950.1059837644
35488,1190700.2455859939
35489,1395572.7874888103
35490,1613414.0975009967
35491,1729100.5198217155
35492,1720286.9792422862
35493,1673219.6154651619
35494,1672947.3686189875
35495,1513763.9894120805
35496,1454378.0515899158
35497,1480074.1396637056
35498,1467461.7790089287
35499,1487954.558208929
35500,1483167.3513941318
35501,1687818.999671869
35502,1978499.4439553672
35503,1988592.4862658253
35504,1718170.5681613316
35505,1478251.1606839173
35506,1305348.8033195473
35507,1181061.1838259632
35508,1175004.728094405
35509,1133430.406295133
35510,1130791.6349029026
35511,1130791.6349029026
35512,1138740.2433010796
35513,1262258.7076159874
35514,1435604.066042385
35515,1501481.0611123275
35516,1526761.238808377
35517,1519237.36145371
35518,1335049.3512926863
35519,1249357.8444882047
35520,1142549.1303144216
35521,1179373.6731405808
35522,1207075.8491742627
35523,1213490.7657528063
35524,1298020.8632240135
35525,1438355.766965581
35526,1648620.4323848572
35527,1808767.3137535069
35528,1625902.2538074062
35529,1438097.965129844
35530,1277759.3144111042
35531,1184682.220697613
35532,1178150.4077303195
35533,1144376.4480499965
35534,1127485.8242767379
35535,1127485.8242767379
35536,1136090.8665246246
35537,1243816.7551672766
35538,1343751.5014933227
35539,1409181.1465958776
35540,1451560.2962981483
35541,1387990.617208942
35542,1202944.6608833482
35543,1126079.4955213272
35544,1045918.1913529461
35545,1019285.0923636947
35546,989987.0316721641
35547,988038.6470336653
35548,1001258.9369336918
35549,1107929.9317731662
35550,1385975.9663391674
35551,1553265.3017180536
35552,1352136.572088537
35553,1250822.941983854
35554,1196215.6614934532
35555,1176308.5019242018
35556,1157837.530054079
35557,1131657.1655338793
35558,1126189.3974400372
35559,1126189.3974400372
35560,1119562.1780853928
35561,1220153.470390894
35562,1307071.6128456616
35563,1327991.123251032
35564,1313605.8483957082
35565,1253097.7453753694
35566,1142491.5329846924
35567,1008748.9549407546
35568,942836.3786873259
35569,909883.3791450213
35570,890127.3168633416
35571,890127.3168633416
35572,910943.3432313728
35573,1018504.8328720708
35574,1237147.1096272627
35575,1328942.4387339405
35576,1297672.1292417878
35577,1197772.8478120295
35578,1166670.1294225731
35579,1146762.9698533218
35580,1144688.422412217
35581,1118985.7014118906
35582,1119101.308851748
35583,1116346.9300196597
35584,1116346.9300196597
35585,1221934.764399377
35586,1349795.3994508262
35587,1385668.6810389142
35588,1365399.5850998985
35589,1259518.0458565212
35590,1110290.8705048335
35591,942021.2637145416
35592,841740.4882169614
35593,795829.4066192227
35594,800766.7349238656
35595,810999.7840236553
35596,851105.9426436953
35597,986111.7850751262
35598,1234265.0747005627
35599,1394427.3164259251
35600,1369107.497017329
35601,1343198.8973001894
35602,1231960.7086393172
35603,1179756.2303558555
35604,1171747.110278388
35605,1132125.452825026
35606,1129486.6814327955
35607,1135482.625485063
35608,1143491.7455625306
35609,1282132.2919864096
35610,1518983.4575821217
35611,1623190.7894958914
35612,1662386.0505239102
35613,1613688.103919121
35614,1497937.0147828357
35615,1333440.269578945
35616,1259977.531168886
35617,1322659.854948854
35618,1346461.9652143922
35619,1413796.015214392
35620,1434659.9333603485
35621,1668461.8737206687
35622,1857667.3059453638
35623,1967766.5297843893
35624,1833330.3665331118
35625,1630893.9457272706
35626,1380763.776119986
35627,1268250.350869317
35628,1218210.5690370877
35629,1140074.0612232029
35630,1135482.625485063
35631,1135482.625485063
35632,1137435.2898309724
35633,1260953.7541458798
35634,1485041.9578775489
35635,1599484.6502488316
35636,1607823.2865516273
35637,1609534.9938310292
35638,1423626.4291730518
35639,1333440.269578945
35640,1178539.9223936382
35641,1234763.5946627234
35642,1221352.650673575
35643,1343601.5345730062
35644,1358707.4223595497
35645,1613681.8152268406
35646,1799045.9600717756
35647,1931551.030159148
35648,1641955.453530943
35649,1399515.9608886526
35650,1229526.9419159042
35651,1178025.327515359
35652,1165462.5123254603
35653,1129555.34686675
35654,1126916.575474519
35655,1126916.575474519
35656,1131726.715863263
35657,1243604.3881385988
35658,1398364.2321062963
35659,1471139.718554712
35660,1494287.9903230758
35661,1408815.9011050132
35662,1239380.9433091688
35663,1135602.0148492465
35664,1025075.8536033772
35665,1005854.3571207459
35666,1009412.2293613399
35667,1009412.2293613399
35668,1072925.6071478843
35669,1203586.9589011532
35670,1531295.7642316367
35671,1600514.8388460404
35672,1455737.189571043
35673,1311263.9492924525
35674,1178967.2097214009
35675,1166404.3945315017
35676,1153671.261741989
35677,1127118.104152195
35678,1119361.7866112732
35679,1124479.3327599645
35680,1127858.4576805609
35681,1236597.6619464636
35682,1321870.568419871
35683,1323271.2432144545
35684,1328950.0435893417
35685,1285982.2721303955
35686,1149283.5613770296
35687,1034987.3275017001
35688,967008.2984764844
35689,948337.1930514801
35690,942678.9376849631
35691,947194.9514835769
35692,969713.1729422295
35693,1042666.1417478395
35694,1351247.816797323
35695,1434004.7181986547
35696,1399426.112852074
35697,1320273.2605224033
35698,1197459.1235603471
35699,1184870.854861495
35700,1181075.9530023527
35701,1148815.4431235567
35702,1136734.9597390424
35703,1136734.9597390424
35704,1145340.0019869292
35705,1253065.8906295812
35706,1353000.6369556272
35707,1407173.4542630478
35708,1456533.5600650117
35709,1409080.7444931315
35710,1224034.7881675377
35711,1154556.9381987588
35712,1063313.624643707
35713,1016650.7572188572
35714,1035760.1865273269
35715,1059517.2750728272
35716,1074623.1628593712
35717,1194560.2259951232
35718,1483297.4898453294
35719,1643149.5595017332
35720,1532932.9553022315
35721,1415058.4405560838
35722,1302545.0153054148
35723,1215524.3773234813
35724,1207515.2572460137
35725,1175485.739134577
35726,1142870.0281572854
35727,1142870.0281572854
35728,1142870.0281572854
35729,1252449.8451720322
35730,1357393.7842634907
35731,1455141.7189444439
35732,1471080.478646715
35733,1394042.4835786447
35734,1208851.879885141
35735,1122248.1518143804
35736,1048424.1022869116
35737,1016520.9289359577
35738,997745.3164555838
35739,1046152.8064555838
35740,1072771.0353427934
35741,1208745.3046619068
35742,1544971.3713413903
35743,1605673.184606794
35744,1463857.6884543234
35745,1311974.8512877533
35746,1181630.7760626106
35747,1170910.1983859448
35748,1151003.0388166925
35749,1127829.0061474952
35750,1120072.6886065735
35751,1125190.2347552648
35752,1125190.2347552648
35753,1237308.5639417644
35754,1360918.1837472916
35755,1398260.4996387684
35756,1370081.0195960996
35757,1287922.0935060468
35758,1151704.7750096286
35759,1014042.831808585
35760,877867.5409416386
35761,867728.5093837307
35762,866698.374177533
35763,900640.8660999543
35764,915102.8971280733
35765,1006352.1022925389
35766,1243495.1704043155
35767,1333182.5076973117
35768,1301912.198205159
35769,1180821.878514369
35770,1170101.3008377028
35771,1150194.141268451
35772,1148119.593827346
35773,1124945.5611581483
35774,1122306.789765918
35775,1122306.789765918
35776,1124381.3372070228
35777,1232704.7645343796
35778,1360109.2861990496
35779,1392413.446448681
35780,1369272.1220478576
35781,1287113.1959578048
35782,1139557.9192736333
35783,1015669.3650690748
35784,911350.1044396051
35785,899609.1770214742
35786,900640.8660999543
35787,947416.0143061926
35788,975384.0094617333
35789,1072327.3351811385
35790,1422000.0707625619
35791,1506001.0526966613
35792,1420326.269977393
35793,1332721.423739511
35794,1201204.0192271592
35795,1178869.2141684596
35796,1170101.3008377028
35797,1135209.3739085936
35798,1127760.4621276192
35799,1127760.4621276192
35800,1136365.504375506
35801,1244448.274791699
35802,1402655.8046861026
35803,1474489.4089284763
35804,1497637.6806968402
35805,1404664.1670325806
35806,1245258.518239343
35807,1129223.6996271694
35808,1017087.9638563979
35809,992390.357358214
35810,1005706.2398062363
35811,1008955.5957807129
35812,1022175.8856807397
35813,1152837.237434009
35814,1431396.2236553384
35815,1602896.2537647253
35816,1415153.2099118945
35817,1270002.8301510033
35818,1175452.2539059836
35819,1167503.6455078067
35820,1156126.633981431
35821,1122500.9205803364
35822,1116483.024267509
35823,1116483.024267509
35824,1119862.1491881055
35825,1229165.2095349138
35826,1365129.5139784294
35827,1412743.1822638006
35828,1448101.917706823
35829,1377297.1397613394
35830,1244725.7113697669
35831,1161180.9138298477
35832,1006185.0543579638
35833,961505.9935408924
35834,944039.5780038111
35835,944039.5780038111
35836,957259.8679038376
35837,1048926.5249760754
35838,1358021.1516808872
35839,1459048.3100785394
35840,1362903.681606221
35841,1270002.8301510033
35842,1181508.7096375418
35843,1167503.6455078067
35844,1160936.7743701753
35845,1122500.9205803364
35846,1116483.024267509
35847,1119862.1491881055
35848,1119862.1491881055
35849,1227523.2924846113
35850,1312796.198958018
35851,1317667.4442897723
35852,1323346.2446646595
35853,1277606.563540503
35854,1143799.6059588757
35855,1045329.7311817543
35856,970775.9956446659
35857,940741.1991797226
35858,923714.7515830524
35859,921766.3669445537
35860,930778.6242757846
35861,1023909.804081394
35862,1333004.4307862064
35863,1419972.0269180383
35864,1361268.3622942958
35865,1278206.8402226833
35866,1185129.7465091916
35867,1178597.9335418981
35868,1162069.8988932425
35869,1136634.7085522346
35870,1124554.2251677203
35871,1124554.2251677203
35872,1127933.3500883167
35873,1230597.9513106064
35874,1308104.3861115372
35875,1317851.8251533555
35876,1298428.3946561867
35877,1251256.9866089148
35878,1145220.1874590307
35879,1027271.5094953731
35880,914605.2173417112
35881,884505.8112043162
35882,876492.8423360238
35883,874544.457697525
35884,884905.2624511322
35885,984116.4053114698
35886,1227288.727590057
35887,1350395.3234551782
35888,1363780.4096453288
35889,1371741.4771818435
35890,1250739.262132759
35891,1212860.4688305294
35892,1193951.8106492672
35893,1162020.0884821771
35894,1124825.228883501
35895,1124825.228883501
35896,1129954.7936157503
35897,1236899.666377685
35898,1350753.320563136
35899,1447996.2899764138
35900,1469449.815482334
35901,1407324.9057358291
35902,1233560.6248199313
35903,1207698.9512239478
35904,1039548.8439678513
35905,1081758.6338008973
35906,1063922.7840577625
35907,1149125.238461371
35908,1236892.7127509783
35909,1464624.3528265995
35910,1713395.965901204
35911,1877753.5420003538
35912,1649573.46871363
35913,1395389.5966041097
35914,1297264.0415033677
35915,1211430.7606910155
35916,1166919.9662782252
35917,1125345.644478954
35918,1122706.8730867233
35919,1122706.8730867233
35920,1129253.233249855
35921,1239896.1613390455
35922,1393410.183560645
35923,1542770.1059549383
35924,1582955.1129731173
35925,1491566.5480917701
35926,1274581.485364752
35927,1236084.6673271656
35928,1051863.8848359417
35929,1018125.5824865417
35930,1049884.2237795186
35931,1001476.7337795185
35932,1021740.9673268165
35933,1152402.3190800855
35934,1429075.7074148976
35935,1597617.8094859421
35936,1342755.8720665462
35937,1210621.8631427737
35938,1158162.4603318067
35939,1135483.3314840659
35940,1133408.784042961
35941,1107706.0630426346
35942,1107821.6704824928
35943,1107821.6704824928
35944,1105617.7077612686
35945,1206748.3562509925
35946,1334193.2143638954
35947,1373259.9707302263
35948,1349434.5176895228
35949,1242351.2929227185
35950,1098133.1287245762
35951,931349.0949828401
35952,826096.445797516
35953,777625.9860502472
35954,761831.5743060004
35955,764473.3329467564
35956,788266.6473183555
35957,906750.7947777968
35958,1149498.8781197798
35959,1236286.8043283997
35960,1249762.7873717868
35961,1186191.1669953042
35962,1165809.026282514
35963,1157860.4178843373
35964,1157860.4178843373
35965,1124234.7044832427
35966,1121595.933091012
35967,1121595.933091012
35968,1130094.9576000532
35969,1252535.3609455638
35970,1437879.39451469
35971,1531226.5426911018
35972,1575423.2973940577
35973,1504515.1703618793
35974,1385999.6648052563
35975,1281540.962271186
35976,1206476.350025332
35977,1235404.4289746066
35978,1344401.1898768144
35979,1411735.2398768142
35980,1483433.2845197832
35981,1681735.5318223378
35982,1966931.1086486783
35983,2068992.6370403385
35984,1941801.153221149
35985,1731715.0179384495
35986,1516391.8587226872
35987,1367648.1992682947
35988,1296251.097060598
35989,1182566.2337097418
35990,1166177.3227152815
35991,1142048.6690152814
35992,1180477.8784283758
35993,1288426.8554786278
35994,1530310.5281593231
35995,1625906.327049139
35996,1678541.449061885
35997,1617057.6233441564
35998,1429873.082455718
35999,1287534.0299290833
36000,1119632.7809322276
36001,1149221.5366589236
36002,1150100.1510765525
36003,1202886.0952619072
36004,1217991.9830484516
36005,1364519.1188758397
36006,1678517.2281501654
36007,1772306.8973640192
36008,1505777.747394008
36009,1335406.1445113474
36010,1186289.1625482459
36011,1163954.3574895463
36012,1155186.4441587895
36013,1117765.8288985523
36014,1115127.057506322
36015,1115127.057506322
36016,1122244.3447548181
36017,1226477.0849231246
36018,1308839.5386402004
36019,1335942.813245915
36020,1369064.894449967
36021,1328538.1686691898
36022,1199187.5278152027
36023,1108917.946219915
36024,984972.9904419573
36025,943600.7577971665
36026,916446.7987897173
36027,914498.4141512185
36028,923510.6714824494
36029,996463.6402880589
36030,1213312.5029020782
36031,1270072.816997057
36032,1261173.0815843751
36033,1181640.9701702218
36034,1169052.7014713702
36035,1152524.6668227145
36036,1149145.5419021181
36037,1121971.9303330153
36038,1109891.446948501
36039,1115008.9930971924
36040,1118938.5341286536
36041,1221603.1353509428
36042,1303985.763861939
36043,1333959.2400657488
36044,1369249.2753135506
36045,1329598.6440010928
36046,1199296.368627869
36047,1119903.3187094377
36048,1038322.3369221895
36049,1012804.6213464992
36050,1035126.788417421
36051,1058883.8769629225
36052,1073989.764749467
36053,1180660.7595889405
36054,1482664.0917354238
36055,1646726.8561223282
36056,1501643.1796948242
36057,1393917.4631031088
36058,1307905.3997558192
36059,1212558.42638306
36060,1193649.7682017977
36061,1157138.8974133236
36062,1124523.1864360315
36063,1124523.1864360315
36064,1129652.7511682808
36065,1236597.6239302156
36066,1350451.2781156665
36067,1485801.9656147908
36068,1504230.6832759539
36069,1559352.753583244
36070,1343912.3916958643
36071,1244734.50126037
36072,1191712.4393874533
36073,1215743.6490578614
36074,1210485.3930716272
36075,1294740.2809710582
36076,1359352.5058582681
36077,1533925.2900444586
36078,1804404.2765376791
36079,1895966.9395972663
36080,1649271.4262661603
36081,1395087.5541566403
36082,1261168.5000757754
36083,1172674.379562314
36084,1164665.2594848464
36085,1125043.6020314845
36086,1122404.8306392538
36087,1122404.8306392538
36088,1128951.1908023856
36089,1239594.118891576
36090,1438688.2920629317
36091,1609411.8600734496
36092,1665633.2370014684
36093,1616119.2760017528
36094,1427113.1351432358
36095,1335062.5441133352
36096,1242893.5338761564
36097,1306820.9229123099
36098,1332380.3627451449
36099,1399714.4127451447
36100,1419978.646292443
36101,1632088.7124853926
36102,1792983.1340046688
36103,1966801.0088225412
36104,1727883.5941764908
36105,1479996.7780380766
36106,1368123.864319726
36107,1296726.7621120294
36108,1224643.6209019066
36109,1145163.1054589434
36110,1138028.586197215
36111,1138028.586197215
36112,1143074.7501775774
36113,1274287.5593904664
36114,1494474.5085712718
36115,1627667.813559359
36116,1698398.9183675987
36117,1617223.0526054366
36118,1487538.462185556
36119,1323041.7169816652
36120,1244956.1659624004
36121,1307638.489742368
36122,1294386.366745145
36123,1332380.3627451449
36124,1314650.6002924433
36125,1452814.434902789
36126,1682557.656277684
36127,1776347.3254915378
36128,1514839.2398695447
36129,1362716.419299305
36130,1212466.9923789497
36131,1167956.1979661593
36132,1160007.5895679824
36133,1119815.0050292562
36134,1112366.093248281
36135,1112366.093248281
36136,1117726.6497478902
36137,1226573.5967079187
36138,1361631.5600761753
36139,1407077.2743177968
36140,1437623.0077048757
36141,1355651.2443492238
36142,1191090.9159989494
36143,1085920.066838509
36144,967419.1944437238
36145,932941.9121143218
36146,934585.0714988692
36147,935653.7075772404
36148,968855.4517961545
36149,1114052.9534514444
36150,1361186.4904134283
36151,1436089.9257308198
36152,1305076.747492619
36153,1168054.193519101
36154,1148728.573594548
36155,1137426.456273183
36156,1135351.908832078
36157,1111637.9322507635
36158,1114164.684465078
36159,1114164.684465078
36160,1107560.8325503857
36161,1208691.48104011
36162,1336483.5550854497
36163,1373587.197430131
36164,1354457.620714085
36165,1273862.9767809792
36166,1123902.3825229334
36167,1006824.3274252407
36168,892246.9783976802
36169,881694.7952831711
36170,871385.092009594
36171,896399.2793769012
36172,904591.2355926251
36173,1007998.9597491424
36174,1231312.2208002748
36175,1298476.9599100638
36176,1266195.8229146262
36177,1168328.3163918569
36178,1153812.8368560483
36179,1137700.5791459393
36180,1132583.032997248
36181,1109923.3107045086
36182,1107284.5393122777
36183,1107284.5393122777
36184,1109909.5028642474
36185,1213422.7898028598
36186,1294894.6065510027
36187,1307133.8282140624
36188,1292748.5533587385
36189,1230962.1841718738
36190,1107556.0763161227
36191,982847.3836890807
36192,889481.887762907
36193,868917.5395168073
36194,861513.0596350459
36195,872791.0457436908
36196,908061.4771296498
36197,986658.5432568651
36198,1301358.8670405285
36199,1353262.1845076806
36200,1332652.9541131079
36201,1238469.5648809602
36202,1181682.1133974688
36203,1175150.300430175
36204,1166545.2581822886
36205,1136566.200361108
36206,1121106.5920559973
36207,1124485.7169765937
36208,1129295.8573653381
36209,1232807.527789665
36210,1315649.163321122
36211,1393877.2591331904
36212,1431895.9725830972
36213,1368326.2934938914
36214,1209631.7824341173
36215,1120474.7340720969
36216,1046283.6360734935
36217,1073733.7318326444
36218,1044435.6711411139
36219,1127689.7409062232
36220,1195581.5728781223
36221,1368340.7484033555
36222,1598100.6738962901
36223,1721695.435549395
36224,1599294.1436808717
36225,1437742.8818653482
36226,1328617.9598542168
36227,1242784.6790418648
36228,1199747.367160603
36229,1163236.4963721288
36230,1130620.7853948367
36231,1130620.7853948367
36232,1130620.7853948367
36233,1240200.6024095835
36234,1398437.3167511453
36235,1496548.0368425632
36236,1521828.2145386126
36237,1542522.4692254455
36238,1371070.478701923
36239,1281153.5641727315
36240,1228817.5694262008
36241,1294580.0874608
36242,1325382.006638324
36243,1325382.006638324
36244,1419334.2855255343
36245,1612287.545958669
36246,1797651.6908036042
36247,1858519.291371611
36248,1514519.3522490542
36249,1343889.7224749867
36250,1180447.0555306529
36251,1166467.1240509248
36252,1164068.749579645
36253,1125632.895789806
36254,1119614.9994769788
36255,1119614.9994769788
36256,1122994.1243975752
36257,1227564.8319971266
36258,1363555.4511257978
36259,1424471.9442773904
