,P80_model
35441,1308835.7982348094
35442,1561327.9666519405
35443,1708623.1502906145
35444,1647431.9683891735
35445,1618899.9772320027
35446,1457969.9341607115
35447,1392253.0116632374
35448,1216761.1470487528
35449,1202989.9661746644
35450,1279569.7356798141
35451,1313148.0803623935
35452,1396792.5147911524
35453,1568057.5090919975
35454,1776453.704756572
35455,1955534.213978724
35456,1806678.816440017
35457,1617036.8450689823
35458,1484248.9942440777
35459,1336723.7680532197
35460,1250173.9087091587
35461,1206317.4428287959
35462,1180672.7526824838
35463,1180672.7526824838
35464,1213313.522692029
35465,1321469.6510046762
35466,1535021.4717090968
35467,1633839.5530915367
35468,1627010.93911441
35469,1551009.607699283
35470,1462390.5935236122
35471,1316387.993668906
35472,1202926.0608984625
35473,1181568.3860174038
35474,1289294.3730517493
35475,1329469.9354315503
35476,1408974.3421842027
35477,1625900.2054046462
35478,1987803.4450855525
35479,2128867.3073307187
35480,1988681.687854549
35481,1806987.9572104018
35482,1615298.4572678062
35483,1546623.348246942
35484,1386860.9260611946
35485,1271509.126912853
35486,1268561.1425593288
35487,1258933.6997635092
35488,1272708.6127822327
35489,1445020.172118667
35490,1694853.089305201
35491,1769875.4408695742
35492,1801351.3851528142
35493,1827787.2605159092
35494,1709641.4271716445
35495,1560794.92358937
35496,1509086.5879122957
35497,1507588.7390546196
35498,1521133.3142965448
35499,1553145.7477104845
35500,1586531.9808488744
35501,1776878.3139162469
35502,2148248.9764499273
35503,2139149.0053176405
35504,1899702.472919812
35505,1621845.9718205256
35506,1433141.4329386903
35507,1281027.3490782268
35508,1237452.3300538105
35509,1186032.2179615414
35510,1184322.393486945
35511,1183888.658058736
35512,1210171.9960843625
35513,1295756.3371003398
35514,1514497.0638032916
35515,1576974.4765172948
35516,1586312.9512726092
35517,1563526.963159214
35518,1445419.9614505472
35519,1404035.6388517634
35520,1266552.856587427
35521,1295822.871897802
35522,1357907.4774627096
35523,1352921.2596724178
35524,1441712.4864134951
35525,1609552.6889810623
35526,1806847.173988847
35527,1933357.0350836134
35528,1804370.6553582912
35529,1637504.5552010546
35530,1435016.969746552
35531,1305167.0634431553
35532,1249758.34518275
35533,1212694.751890063
35534,1194319.164468433
35535,1194319.164468433
35536,1202426.8525802128
35537,1270919.1414262014
35538,1462342.4503672738
35539,1474660.2600977877
35540,1480417.8228298111
35541,1448503.8726179525
35542,1361828.0840377978
35543,1252113.6904734133
35544,1147977.0396643043
35545,1113056.5885995133
35546,1124224.6695946818
35547,1117057.356055061
35548,1123134.952884677
35549,1208472.296113949
35550,1475780.5642157684
35551,1626900.6548448869
35552,1510935.7427079298
35553,1377194.313350277
35554,1275890.6587010168
35555,1223808.0426240824
35556,1228186.1575164397
35557,1209019.4509914266
35558,1188967.6734313266
35559,1196050.4701308557
35560,1196488.1079814606
35561,1248617.5829426246
35562,1388474.1461422797
35563,1407008.758310631
35564,1402423.7754462815
35565,1346300.1734015888
35566,1209783.7727321654
35567,1094110.9705445424
35568,1000722.5251557985
35569,960032.8365661076
35570,942262.9156417571
35571,941668.3728795139
35572,956465.8511409136
35573,1131228.3308758948
35574,1375416.6890353377
35575,1434036.0221310477
35576,1433922.8164909496
35577,1273366.2266186422
35578,1223790.5673862032
35579,1199859.9139838896
35580,1196864.8824197655
35581,1173668.516178445
35582,1178221.9678339562
35583,1173668.516178445
35584,1186441.9138110697
35585,1257398.3144616322
35586,1404916.3271908397
35587,1450350.5483872036
35588,1409873.542033654
35589,1314775.4419230623
35590,1127889.0983112454
35591,1019862.8806446997
35592,888849.7744288136
35593,849612.2745940415
35594,849535.2534379802
35595,891232.7175663534
35596,936956.1684673806
35597,1120480.5588452544
35598,1368442.196029727
35599,1453435.7083012152
35600,1528570.748401714
35601,1476065.560788064
35602,1328136.4591612702
35603,1268718.816949658
35604,1203881.8475915706
35605,1173723.685832973
35606,1173723.685832973
35607,1176648.4600504404
35608,1222987.5341817497
35609,1340989.078614306
35610,1591494.0535229275
35611,1703466.4220769932
35612,1692023.5568324958
35613,1613743.2490183816
35614,1550372.2357534221
35615,1403101.8894807475
35616,1351316.3546557096
35617,1414792.1171654076
35618,1469317.8983804542
35619,1508926.8322498696
35620,1562043.082944394
35621,1736837.4286289485
35622,2088320.149505632
35623,2143560.453679037
35624,1971080.0176578
35625,1785283.6293174876
35626,1553384.2098628166
35627,1389312.0076254
35628,1293497.6376002445
35629,1201160.714615175
35630,1178440.7986863302
35631,1178440.7986863302
35632,1208156.7944784076
35633,1316312.9227910554
35634,1556798.6315266746
35635,1685354.998665349
35636,1640593.0274007884
35637,1614370.642106737
35638,1538379.9843632006
35639,1392807.7182065076
35640,1292723.7181149453
35641,1335581.3750605697
35642,1355406.641926903
35643,1442643.6307566175
35644,1527598.506217842
35645,1729402.900036279
35646,2040604.8586020637
35647,2115972.3208472277
35648,1800809.524404749
35649,1559847.4434333337
35650,1330372.5702427153
35651,1234559.9181165504
35652,1205009.2571977002
35653,1177775.8696565698
35654,1177775.8696565698
35655,1177775.8696565698
35656,1183990.2290819518
35657,1264842.6404609114
35658,1504682.9466602758
35659,1533821.1891067205
35660,1503520.2559832647
35661,1498206.06375841
35662,1327175.0509326323
35663,1220081.392224086
35664,1110811.7277676964
35665,1091650.6522729748
35666,1125224.105596259
35667,1125319.3205416626
35668,1167808.7765229223
35669,1282952.1864643022
35670,1597590.4731096039
35671,1691397.187918798
35672,1581009.826224551
35673,1402439.6238959448
35674,1245470.6757667176
35675,1237280.1282807302
35676,1217558.2568903062
35677,1187157.7142249795
35678,1185014.1543221741
35679,1185014.1543221741
35680,1189654.9300656158
35681,1248087.5599671735
35682,1396776.9417222817
35683,1404242.4889190258
35684,1413148.3292737063
35685,1344243.4035932715
35686,1238846.5595048415
35687,1131311.6724946154
35688,1040445.1738628214
35689,1001988.291742346
35690,1030316.2081833334
35691,1037767.3953448028
35692,1054081.344174419
35693,1172426.6898394949
35694,1436213.5678079017
35695,1552873.2624256322
35696,1553644.5927945753
35697,1473771.9883179544
35698,1326666.563504706
35699,1289872.5475097822
35700,1262180.1340183443
35701,1216639.646983226
35702,1207581.7622365458
35703,1206307.2178758185
35704,1214414.905987598
35705,1282907.1948335867
35706,1474330.503774659
35707,1478350.5347763465
35708,1490185.1807372686
35709,1458271.23052541
35710,1370157.7984540907
35711,1260443.4048897063
35712,1174720.992294202
35713,1126071.4386608913
35714,1164339.3870882252
35715,1163870.4071067802
35716,1201846.5486218377
35717,1400721.9044816422
35718,1620776.9404945287
35719,1770563.619287355
35720,1721939.388612347
35721,1607467.1950831916
35722,1445026.896223046
35723,1329602.7998531384
35724,1265969.1671135963
35725,1225980.799603442
35726,1215648.3704960344
35727,1214638.9300891282
35728,1217569.1728207783
35729,1287837.9809341647
35730,1486216.576919085
35731,1522375.1188680737
35732,1510971.913220422
35733,1470274.9667838207
35734,1391144.555563577
35735,1250298.8135344808
35736,1118704.4626789095
35737,1080063.5551280393
35738,1115412.9612763708
35739,1124801.7757905696
35740,1145773.534531738
35741,1268232.4446920806
35742,1560149.7039686898
35743,1678849.582461594
35744,1571227.3709991751
35745,1384423.512256677
35746,1255292.64152878
35747,1224382.1781139479
35748,1197456.1302995174
35749,1174259.7640581972
35750,1174259.7640581972
35751,1174259.7640581972
35752,1184659.5041529366
35753,1255420.8748498084
35754,1417542.5835572379
35755,1466751.0890061932
35756,1445279.9023865447
35757,1367457.0996955275
35758,1179133.1125925453
35759,1025883.8725065851
35760,953966.2210477535
35761,943317.5676287992
35762,926541.9893996097
35763,937859.9462371321
35764,952657.4244985315
35765,1122740.7494312867
35766,1370702.3866157595
35767,1430204.9946789953
35768,1372079.8321602074
35769,1260227.70608112
35770,1228303.560275036
35771,1204372.9068727223
35772,1203015.7545030443
35773,1179819.388261724
35774,1179819.388261724
35775,1179819.388261724
35776,1192592.7858943488
35777,1260980.4990533353
35778,1423102.2077607648
35779,1464821.7510919042
35780,1424079.9864983475
35781,1373016.7238990543
35782,1184692.7367960722
35783,1086629.0558489538
35784,984762.0357455848
35785,958782.0604058689
35786,949426.8095804619
35787,1020935.5878128401
35788,1053908.5707234137
35789,1195720.152736598
35790,1491828.682365029
35791,1642948.772994147
35792,1563735.3590081036
35793,1420945.5331745346
35794,1288687.8155592126
35795,1237419.75673962
35796,1207869.0958207697
35797,1180635.7082796392
35798,1180635.7082796392
35799,1180635.7082796392
35800,1188466.7608828028
35801,1271483.5445702435
35802,1505655.3507696078
35803,1537354.9103961035
35804,1504889.6049641669
35805,1487594.33118971
35806,1322391.1638011357
35807,1215297.5050925894
35808,1100339.2445138243
35809,1052875.9350981961
35810,1088594.8520046894
35811,1101486.652658483
35812,1111292.082119436
35813,1229570.0942673106
35814,1519534.6491691298
35815,1654543.8572705435
35816,1549807.9164082666
35817,1374576.607981489
35818,1245870.449689839
35819,1216525.2704665954
35820,1191961.9936476976
35821,1164728.6061065674
35822,1161561.450982371
35823,1161561.450982371
35824,1173511.6530235256
35825,1237342.815311977
35826,1431078.4646301712
35827,1493544.2004922384
35828,1465303.5154946384
35829,1456336.0126246703
35830,1317659.8618211355
35831,1160879.4329022444
35832,1085008.0134723114
35833,1048761.9844237538
35834,1051916.543757762
35835,1052011.7587031657
35836,1065425.182754912
35837,1182029.214948886
35838,1462849.8239317606
35839,1569021.1918073185
35840,1518620.0817567846
35841,1380080.5262090669
35842,1268547.784784164
35843,1226280.0162986193
35844,1198016.25040279
35845,1170782.8628616598
35846,1165472.1478346582
35847,1168639.3029588545
35848,1170112.9235780998
35849,1228111.8180514488
35850,1377234.935234766
35851,1379799.5304080676
35852,1388705.3707627484
35853,1319800.4450823134
35854,1213531.8517664806
35855,1106636.6856454602
35856,1047091.7042966452
35857,1001799.5942520527
35858,1003191.6001748092
35859,1010642.7873362784
35860,1016720.3841658948
35861,1135405.6975389137
35862,1412974.3718976332
35863,1536179.4707876593
35864,1495158.4907536558
35865,1420194.9060514728
35866,1297613.1103630245
35867,1268267.931139781
35868,1234594.9692166056
35869,1195205.0297322408
35870,1184872.6006248333
35871,1184872.6006248333
35872,1186829.7411858595
35873,1235723.8215443653
35874,1381412.665591223
35875,1371137.4030064263
35876,1366552.4201420776
35877,1319211.8143221277
35878,1155965.460284596
35879,1078894.8224328917
35880,998249.0289728341
35881,952602.0614535334
35882,932641.6731023951
35883,928408.9222490961
35884,933185.6643086743
35885,1086636.4870992207
35886,1339249.2897969012
35887,1405297.302132432
35888,1530435.2243373885
35889,1509177.9115215153
35890,1375900.8553447553
35891,1311698.672560069
35892,1269147.076554925
35893,1208929.8319051848
35894,1195672.6285803095
35895,1194663.1881734033
35896,1200951.9405507299
35897,1282315.6573864177
35898,1459552.9229081993
35899,1499318.8040611737
35900,1509189.4581721437
35901,1484544.3309644954
35902,1365829.8478252161
35903,1322989.3775327206
35904,1124758.6970361767
35905,1121103.5204782747
35906,1157787.9305458253
35907,1301868.1893890032
35908,1358480.9033775174
35909,1580504.0623003494
35910,1810135.051583256
35911,1958017.2684229633
35912,1782578.5844907677
35913,1576538.6847793616
35914,1407028.1380955155
35915,1303394.5113397592
35916,1219918.6483291788
35917,1167040.5706417365
35918,1167474.3060699455
35919,1167040.5706417365
35920,1176961.4247224366
35921,1286926.3229530582
35922,1489002.220350051
35923,1586971.3801751393
35924,1584945.7153792593
35925,1529111.3309641324
35926,1366099.525631543
35927,1271842.6822470524
35928,1106334.7506181325
35929,1086231.5389966283
35930,1105234.0735585687
35931,1096532.8234279838
35932,1117235.0248927104
35933,1237121.3774701653
35934,1507006.7843009348
35935,1642015.9924023484
35936,1514094.8350109789
35937,1303798.386775695
35938,1216067.444195946
35939,1187295.0225171663
35940,1187168.1930563739
35941,1163971.8268150534
35942,1168525.278470565
35943,1168525.278470565
35944,1176745.224447678
35945,1252064.5858536635
35946,1392785.1711523258
35947,1427208.614029008
35948,1400231.0953888134
35949,1298011.347754852
35950,1108202.559321152
35951,954986.7937602206
35952,850143.6668014299
35953,820616.4450808972
35954,804752.1976218964
35955,804150.3377951307
35956,806879.3392034845
35957,940165.6870187517
35958,1216047.435330452
35959,1292810.9857264902
35960,1326132.227717285
35961,1277795.2224242026
35962,1247204.9620550796
35963,1221560.2719087675
35964,1196500.0322469654
35965,1169266.6447058353
35966,1169266.6447058353
35967,1168832.9092776263
35968,1201473.679287171
35969,1290501.7003949378
35970,1496715.958458587
35971,1587598.773263495
35972,1605740.055467615
35973,1529738.7240524879
35974,1442791.2568874294
35975,1380074.8852603692
35976,1305180.1353495067
35977,1345612.2397932627
35978,1440013.8665474236
35979,1505903.2870928273
35980,1539245.1377873519
35981,1725610.8010275066
35982,2129977.4711777787
35983,2248556.3474627105
35984,2135655.196164372
35985,1878308.151256294
35986,1719975.5804483993
35987,1523741.2749388441
35988,1368554.0041127333
35989,1265208.6646459026
35990,1250254.2206108675
35991,1216951.4551996493
35992,1242395.23115226
35993,1339476.2624799334
35994,1596516.178487619
35995,1680957.333680387
35996,1674420.442342201
35997,1600318.144885919
35998,1442111.3135019548
35999,1388232.536853771
36000,1212073.4084132442
36001,1248677.1829600593
36002,1297736.5629490197
36003,1348134.3616286581
36004,1381520.594767048
36005,1538362.7849118202
36006,1746758.980576395
36007,1945407.4373312728
36008,1722803.223223866
36009,1470515.3535938894
36010,1269202.3537639298
36011,1229859.3594958528
36012,1198670.8193825558
36013,1171437.4318414256
36014,1169293.8719386202
36015,1169293.8719386202
36016,1173971.018791893
36017,1243218.9486301471
36018,1392446.6310578552
36019,1424280.307545539
36020,1395223.7487615196
36021,1391040.3849261606
36022,1292293.407618512
36023,1177604.7614790304
36024,1047612.7438280014
36025,998613.2256366955
36026,1000005.231559452
36027,994525.2172713004
36028,1000602.8141009166
36029,1087673.1322019487
36030,1331192.2268453818
36031,1371749.3349726605
36032,1339371.3456244501
36033,1310908.7841422623
36034,1268922.5001195467
36035,1244772.6118035244
36036,1219579.7568925312
36037,1195859.5987120066
36038,1185527.169604599
36039,1185527.169604599
36040,1187484.3101656253
36041,1235944.655095922
36042,1393676.3770607885
36043,1423691.6767853533
36044,1394493.2842089508
36045,1425415.2947593615
36046,1294240.86051686
36047,1226187.9032518805
36048,1120143.5057166615
36049,1074470.4008558812
36050,1115190.652975704
36051,1123559.2679731355
36052,1149673.1097923408
36053,1268952.9949412562
36054,1584351.2134591409
36055,1741695.883463279
36056,1689128.0269093958
36057,1576914.2263117013
36058,1422293.932428811
36059,1325916.5481337893
36060,1269801.6455346907
36061,1206659.6266674828
36062,1196760.9329882842
36063,1195317.757153169
36064,1201606.5095304956
36065,1271361.0838763837
36066,1460207.491887965
36067,1525061.1043571124
36068,1556281.1171709073
36069,1537544.3932937505
36070,1418632.6960167822
36071,1365076.232409402
36072,1237242.7638717405
36073,1285638.021168312
36074,1301851.5725862756
36075,1360434.2385019218
36076,1418080.0322104366
36077,1649604.702838544
36078,1994186.7327789757
36079,2027367.490196435
36080,1769882.8953864868
36081,1566958.1699906916
36082,1374369.4752546696
36083,1262690.270738188
36084,1197853.3013801002
36085,1168128.8750497112
36086,1168128.8750497112
36087,1168128.8750497112
36088,1177615.9937022023
36089,1287580.891932824
36090,1503542.6801852763
36091,1659032.9353551497
36092,1660422.330571634
36093,1582142.0227575197
36094,1512265.7483055328
36095,1380977.9790879672
36096,1311194.0312644674
36097,1374669.7937741654
36098,1412706.803381244
36099,1472090.1372506598
36100,1516598.3172253997
36101,1690051.9934056622
36102,2003831.090700397
36103,2085743.9572178565
36104,1866698.9329152363
36105,1664855.2546912918
36106,1515395.9106668702
36107,1407764.4942013237
36108,1291212.3195049001
36109,1210044.6952330892
36110,1210044.6952330892
36111,1210044.6952330892
36112,1219451.3155462905
36113,1327920.6720055076
36114,1565881.1704271259
36115,1677853.5389811916
36116,1676747.9876997713
36117,1673277.578502866
36118,1528992.8623519116
36119,1396234.7792964433
36120,1323727.3482699096
36121,1387203.1107796081
36122,1403696.695955405
36123,1417846.8595585958
36124,1438051.0965193454
36125,1592850.7411280274
36126,1742069.7281147125
36127,1927695.6416091598
36128,1709917.0184715567
36129,1471891.7062075073
36130,1315550.6488772766
36131,1247941.3181608873
36132,1197236.3883527736
36133,1166799.474577616
36134,1166799.474577616
36135,1166799.474577616
36136,1174630.5271807793
36137,1245284.5507468241
36138,1436930.398587482
36139,1501957.4516296005
36140,1447008.004204507
36141,1418757.7703699856
36142,1296370.803488051
36143,1162019.9932942074
36144,1018205.6576336264
36145,993381.9721669918
36146,1027225.1831036413
36147,1030965.0963613132
36148,1044334.1379691943
36149,1170953.9474788657
36150,1451774.5564617403
36151,1551417.4948425875
36152,1413991.2696452267
36153,1245687.6210138996
36154,1204488.62407844
36155,1187166.1446759407
36156,1187039.3152151483
36157,1166769.2892830821
36158,1144789.1297171894
36159,1166769.2892830821
36160,1172625.9958907855
36161,1244616.039440756
36162,1387276.546849094
36163,1433568.8294633864
36164,1397464.7520837781
36165,1339624.3483278006
36166,1168863.5670795985
36167,1061895.6814050968
36168,945084.2587266442
36169,925001.4869380969
36170,915646.23611269
36171,980967.044721878
36172,990816.8566266955
36173,1112369.723568519
36174,1359939.7396615725
36175,1403349.7829006785
36176,1361591.6635359377
36177,1251191.5392414776
36178,1218789.296875785
36179,1193220.4014310332
36180,1190225.369866909
36181,1169897.2057289197
36182,1167753.6458261143
36183,1167753.6458261143
36184,1166359.064342028
36185,1227958.8493677825
36186,1350079.945774549
36187,1363650.3675369213
36188,1338460.6484585074
36189,1303088.178606823
36190,1155967.3869329062
36191,1026020.5826609287
36192,954022.3671345017
36193,918274.5735205861
36194,911828.8596227788
36195,909283.4080209488
36196,994847.1504479788
36197,1083578.9239984802
36198,1384942.2983715334
36199,1395998.9660892715
36200,1450176.15176705
36201,1361863.2341537965
36202,1297026.4062511493
36203,1267681.2270279056
36204,1234008.2651047306
36205,1197785.480744562
36206,1184285.8965129582
36207,1187453.0516371545
36208,1194286.1953882065
36209,1237628.1562217488
36210,1430954.5832882826
36211,1440776.3956665099
36212,1452611.041627432
36213,1420697.0914155736
36214,1352760.1193354186
36215,1224946.6301602398
36216,1132828.781553958
36217,1121254.786972443
36218,1137013.4401234658
36219,1252219.1162784754
36220,1332135.7180758982
36221,1531359.7761452713
36222,1693716.3768657313
36223,1882080.1549986617
36224,1747972.3844377745
36225,1610995.7683046693
36226,1452270.6439167736
36227,1352470.7780295308
36228,1268560.37244305
36229,1205418.3535758415
36230,1195519.659896643
36231,1194510.2194897367
36232,1197440.462221387
36233,1267709.2703347737
36234,1468750.5153503595
36235,1564440.1858239514
36236,1573778.6605792658
36237,1552762.960303121
36238,1499607.596565569
36239,1371948.516090565
36240,1284306.1513370173
36241,1336267.4747533759
36242,1353654.668071751
36243,1366076.7660762076
36244,1449181.3300509485
36245,1657087.0205454046
36246,1981894.6504858364
36247,1935882.4321373713
36248,1709195.7125640318
36249,1468430.7981988522
36250,1266567.459841378
36251,1224299.6913558333
36252,1205883.901034124
36253,1178650.5134929933
36254,1175483.358368797
36255,1175483.358368797
36256,1184571.5122821073
36257,1242317.7522806637
