,P60_model
35243,1230430.3938809235
35244,1167360.0635916356
35245,1133910.3144452565
35246,1129015.716869199
35247,1129015.716869199
35248,1131055.936666556
35249,1307106.4241624463
35250,1510053.9369626348
35251,1653433.326847467
35252,1692079.1667243845
35253,1676589.2597501816
35254,1506379.2799312433
35255,1340388.8014370087
35256,1199950.0970327926
35257,1265439.822300274
35258,1339866.8140205035
35259,1394983.1697379134
35260,1429711.816304724
35261,1562585.670946105
35262,1867749.1365464027
35263,1962087.212317674
35264,1696062.8559645934
35265,1402792.7393833904
35266,1158165.2398313347
35267,1152295.447924935
35268,1140989.7792581862
35269,1114685.4560773547
35270,1114685.4560773547
35271,1114685.4560773547
35272,1126855.8985932844
35273,1236985.2452391202
35274,1389840.7951598205
35275,1440010.0723052286
35276,1460222.1475948074
35277,1364140.2493881404
35278,1295572.9132244026
35279,1162167.5468184194
35280,1051560.7464267786
35281,1073952.4560121682
35282,1062139.3576765773
35283,1060507.0655846596
35284,1106413.3890522704
35285,1271050.8827129083
35286,1584303.8926992218
35287,1697125.1562725266
35288,1510059.5848760512
35289,1331630.8279861067
35290,1163982.5901483917
35291,1161595.7214057157
35292,1146369.371907043
35293,1128380.964413684
35294,1128380.964413684
35295,1128380.964413684
35296,1133261.749942514
35297,1238576.8344830428
35298,1391517.4075988345
35299,1472013.3023488834
35300,1460933.4738611674
35301,1364851.5756545004
35302,1289805.431603092
35303,1192706.8573448965
35304,1105038.4544965625
35305,1073952.4560121682
35306,1095080.4040765776
35307,1104847.6793847685
35308,1142213.5186769294
35309,1318478.005094166
35310,1667534.2396619054
35311,1836965.7469823402
35312,1614688.8944402402
35313,1406455.6266664888
35314,1193434.0599856114
35315,1161255.5654028573
35316,1146029.2159041846
35317,1128040.8084108261
35318,1117014.8434454491
35319,1128040.8084108261
35320,1129921.6388654488
35321,1248655.4917660125
35322,1391024.7990620693
35323,1471933.0647981262
35324,1498900.2840747875
35325,1427886.4500073157
35326,1319895.8355682972
35327,1189687.5576453535
35328,1090759.806305412
35329,1059673.8078210177
35330,1080801.7558854267
35331,1090569.0311936175
35332,1127934.8704857784
35333,1284614.6602251795
35334,1563121.1434059236
35335,1729740.635494194
35336,1570608.7365162536
35337,1358849.5730269798
35338,1165386.008814327
35339,1159516.2169079268
35340,1151323.3147309117
35341,1121408.0827749332
35342,1121408.0827749332
35343,1118698.0334970288
35344,1127608.238994894
35345,1236001.3685138961
35346,1354608.1721304955
35347,1345995.7355727942
35348,1371296.7906377963
35349,1283002.1882596384
35350,1181986.6164091048
35351,1076962.922979044
35352,1017297.2053152035
35353,1001917.8011239116
35354,988341.9858306671
35355,1013243.8467566917
35356,1054297.965551436
35357,1210977.755290837
35358,1452309.7741670422
35359,1646988.625140455
35360,1511708.9238059232
35361,1362349.1168020854
35362,1186161.2012735528
35363,1170699.8596205318
35364,1166763.437651268
35365,1145164.121382762
35366,1145164.121382762
35367,1145164.121382762
35368,1143048.3619152503
35369,1244163.7617418808
35370,1360494.5846482767
35371,1344394.5320221125
35372,1327127.9378589916
35373,1262502.3398117467
35374,1163760.3005532369
35375,1074221.179219692
35376,1025932.6095050067
35377,1013893.5884288544
35378,1014743.5993158947
35379,1042706.4053621347
35380,1053306.2118563785
35381,1242927.0479957794
35382,1556180.0579820934
35383,1703680.9989555061
35384,1667917.4519865646
35385,1528139.4783851989
35386,1412521.2984464304
35387,1274689.922518489
35388,1241496.149273657
35389,1176081.2538670555
35390,1150769.0259226558
35391,1150769.0259226558
35392,1202653.9325800154
35393,1316631.2055578048
35394,1464373.8998017295
35395,1522610.164488673
35396,1502352.379399881
35397,1470608.4874272025
35398,1328060.6977316812
35399,1208788.2304706355
35400,1140787.426332227
35401,1122310.7906995784
35402,1138819.1844841132
35403,1196682.906525531
35404,1236279.6080123077
35405,1425058.184276776
35406,1704279.5858062007
35407,1860086.8949166355
35408,1756637.209898906
35409,1636633.677515677
35410,1429895.0404707568
35411,1344642.198537085
35412,1233304.2586482211
35413,1150455.070000423
35414,1127220.3772729968
35415,1127220.3772729968
35416,1170094.8279637548
35417,1321396.2179867595
35418,1586669.6009732536
35419,1670395.850056984
35420,1709041.6899339014
35421,1691024.9646362502
35422,1527545.0190666418
35423,1403373.0050884187
35424,1400445.649200884
35425,1409205.2932245866
35426,1425477.3428156895
35427,1478524.4880558697
35428,1534525.1130756184
35429,1717980.9574869242
35430,2012261.7841114807
35431,2133590.160679114
35432,1874694.0202549535
35433,1628466.6465066506
35434,1424205.9140604713
35435,1246121.5956821328
35436,1157226.7631951815
35437,1139238.3557018226
35438,1131329.3680956003
35439,1131329.3680956003
35440,1138198.2849542222
35441,1313983.6154891744
35442,1486965.073833195
35443,1637926.930914606
35444,1654897.0335599866
35445,1636121.0349746838
35446,1405714.9331111147
35447,1309333.082645557
35448,1190792.1577865828
35449,1159706.1593021885
35450,1223543.9205722436
35451,1249373.616087031
35452,1306323.740448133
35453,1499349.6035670785
35454,1750194.079079258
35455,1857245.0121858793
35456,1704690.0625807694
35457,1548989.7652305826
35458,1376281.4859190146
35459,1255083.0757559505
35460,1193389.294829562
35461,1143854.4122626677
35462,1138959.8146866101
35463,1138959.8146866101
35464,1140840.6451412328
35465,1316625.975676185
35466,1477740.3879805412
35467,1562602.4726125333
35468,1581292.0028504848
35469,1545451.6584244322
35470,1385734.3644305628
35471,1269265.7880879575
35472,1164026.1249886656
35473,1159706.1593021885
35474,1223543.9205722436
35475,1290563.601587031
35476,1377654.142387435
35477,1560632.450709124
35478,1823278.4921946502
35479,2011065.986526623
35480,1870724.362138453
35481,1705849.8911034234
35482,1548649.6092277246
35483,1437530.9037759362
35484,1347642.0110752024
35485,1225580.2700431976
35486,1214963.6995912679
35487,1214963.6995912679
35488,1222566.5029217626
35489,1402422.2060495408
35490,1623223.686224975
35491,1722786.3557104866
35492,1774978.3172522169
35493,1768235.456435352
35494,1647821.311885268
35495,1496968.5352646979
35496,1439314.5476004675
35497,1493335.3268925427
35498,1490440.728643783
35499,1505099.136551865
35500,1542803.8061989716
35501,1766109.9162520366
35502,1993422.2573904023
35503,2047829.3162643174
35504,1768414.5256853276
35505,1535831.560438759
35506,1358971.5185461722
35507,1199286.2648635025
35508,1163422.3829717236
35509,1145433.9754783646
35510,1140539.377902307
35511,1140539.377902307
35512,1138423.6184347954
35513,1314208.9489697476
35514,1446735.208829823
35515,1512561.7613379764
35516,1549992.0845543977
35517,1520817.3707232827
35518,1366663.3127398158
35519,1294617.9816320473
35520,1198979.1705710539
35521,1254141.6714224217
35522,1277706.8007160083
35523,1348911.166974416
35524,1405780.9229831088
35525,1520607.8853009846
35526,1738854.5648093503
35527,1898460.3879627888
35528,1708666.9654415883
35529,1503131.0989888245
35530,1291200.6657805578
35531,1187897.0286971633
35532,1171584.7761997082
35533,1151701.3728451254
35534,1151701.3728451254
35535,1151701.3728451254
35536,1147901.8527682105
35537,1269041.1083556127
35538,1388298.5951778542
35539,1437152.0205894548
35540,1443830.4752425603
35541,1390432.5110705341
35542,1269171.273839708
35543,1195311.6512778478
35544,1081946.3164670272
35545,1088644.6946736595
35546,1061643.9882946438
35547,1059152.4820403832
35548,1069752.288534627
35549,1226312.9518489197
35550,1467644.9707251245
35551,1662323.8216985378
35552,1423737.521953209
35553,1257241.5797089136
35554,1172463.2202233034
35555,1168081.222708463
35556,1163999.7255868402
35557,1160705.6812326259
35558,1160705.6812326259
35559,1160705.6812326259
35560,1158650.1649482679
35561,1256842.6504815174
35562,1353287.8532822193
35563,1389002.9917327762
35564,1379335.3925358537
35565,1265974.9192364684
35566,1181761.2218598814
35567,1052990.1477713885
35568,981837.4113646217
35569,934305.4671180064
35570,943663.400200137
35571,943663.400200137
35572,962244.1855515523
35573,1064683.1766660614
35574,1240835.7410410382
35575,1409475.7762470264
35576,1332838.6046094235
35577,1202497.917726041
35578,1156435.4170259228
35579,1145818.4036241246
35580,1130490.3417170201
35581,1120666.9175935723
35582,1127196.2973628063
35583,1120666.9175935723
35584,1128764.8024818185
35585,1234460.217619894
35586,1361794.848439494
35587,1409928.239730893
35588,1399551.914231265
35589,1288715.385052762
35590,1143119.5308521609
35591,972157.4962688307
35592,835559.0294751406
35593,798408.2381282132
35594,838644.8907836446
35595,854245.6235129695
35596,900214.1203641233
35597,1010671.0374618655
35598,1241147.9758412577
35599,1460725.7842798056
35600,1422456.1343211613
35601,1369779.272623034
35602,1250967.731202646
35603,1191204.4883518254
35604,1153964.0570971463
35605,1135975.6496037878
35606,1131081.0520277303
35607,1131081.0520277303
35608,1159625.2185314302
35609,1321764.4062007738
35610,1500654.4553347065
35611,1629352.1840915827
35612,1646322.286736963
35613,1627546.2881516605
35614,1512098.6901927222
35615,1343116.6429029652
35616,1294050.6184057877
35617,1419943.9306858366
35618,1417049.3324370768
35619,1430957.9707287007
35620,1472122.6664291443
35621,1679253.5911139152
35622,1953264.2522522816
35623,2062778.523970713
35624,1870444.812790401
35625,1677876.0754129312
35626,1436299.1390495205
35627,1279775.90057513
35628,1241084.906589885
35629,1154166.4491801334
35630,1135001.0252146607
35631,1135001.0252146607
35632,1142655.3494488427
35633,1310749.8558205867
35634,1478149.6090655369
35635,1597236.6604331802
35636,1624579.4586196742
35637,1626340.2840343716
35638,1491682.4700608023
35639,1337097.9349199953
35640,1215642.7395545652
35641,1288208.9843612406
35642,1359982.5827745134
35643,1413466.6464000056
35644,1439896.3049741453
35645,1580234.2596527222
35646,1877484.2519568042
35647,2005156.8031095192
35648,1695101.639039768
35649,1438016.063172356
35650,1249506.1062736397
35651,1163918.3612251554
35652,1154303.7242120886
35653,1134165.2132787073
35654,1134165.2132787073
35655,1134165.2132787073
35656,1135392.4512970545
35657,1250212.6670318914
35658,1408401.0979621247
35659,1479012.060663159
35660,1472604.3435928063
35661,1379606.587130934
35662,1288093.1774781155
35663,1159802.229938821
35664,1056445.6022504617
35665,1052752.9709463522
35666,1071909.1589748543
35667,1070276.8668829366
35668,1113817.7197771803
35669,1281777.950491582
35670,1583631.393077787
35671,1673448.2065410917
35672,1512100.3676422355
35673,1280257.4827945007
35674,1170964.7385301178
35675,1159405.1442338463
35676,1155087.7374156031
35677,1136891.919453311
35678,1136891.919453311
35679,1136891.919453311
35680,1139130.8092861492
35681,1247523.9388051513
35682,1357317.2270498436
35683,1361725.5431404691
35684,1349828.4576083932
35685,1262194.6064419327
35686,1172402.5389932594
35687,1070771.8751809963
35688,1025424.6170343979
35689,997350.9763002906
35690,976712.020907603
35691,983847.6725382031
35692,1008472.7632304463
35693,1178000.9675447408
35694,1346525.4083908454
35695,1520986.8893734582
35696,1455990.3936141476
35697,1359090.7005677617
35698,1206903.8043830667
35699,1178527.5597626602
35700,1174591.1377933961
35701,1160749.9691314534
35702,1160749.9691314534
35703,1160749.9691314534
35704,1156950.4490545387
35705,1278089.7046419412
35706,1390908.177195602
35707,1420989.3826209058
35708,1437805.5994776671
35709,1394573.8834306705
35710,1273312.6461998443
35711,1199453.0236379844
35712,1119883.3459794961
35713,1096216.3120058435
35714,1103128.9761761914
35715,1112037.0373220393
35716,1149402.8766142
35717,1322093.5609734934
35718,1584470.0231092372
35719,1751089.515197508
35720,1634761.4793862351
35721,1446076.408818998
35722,1291940.0390872834
35723,1205912.0506880092
35724,1176486.13365462
35725,1162644.9649926773
35726,1159066.2085220504
35727,1159066.2085220504
35728,1157980.8728417065
35729,1297945.5677923425
35730,1404511.7497154176
35731,1455915.9324830174
35732,1462594.3871361231
35733,1407204.5205326013
35734,1316383.4103919303
35735,1177182.5842719849
35736,1098351.7196037103
35737,1064866.6192607617
35738,1055123.954310972
35739,1088065.000710972
35740,1109417.2145477491
35741,1273697.0380208034
35742,1590387.4775155073
35743,1680204.290978812
35744,1540521.4876294537
35745,1277314.1876326315
35746,1175712.2675314574
35747,1160337.344430749
35748,1143703.1943125802
35749,1132572.074928542
35750,1132572.074928542
35751,1132572.074928542
35752,1131799.2220954462
35753,1244242.6601625376
35754,1374735.593382521
35755,1436561.6610494468
35756,1408062.5996934613
35757,1290195.8646596917
35758,1165820.0714445375
35759,1029653.6577804477
35760,916265.8920844395
35761,903507.741174025
35762,887457.1310683686
35763,925021.7875408853
35764,941149.1535424384
35765,1014041.4141676639
35766,1244518.3525470563
35767,1400033.905354629
35768,1336521.2161154416
35769,1177180.781002366
35770,1162724.213173425
35771,1149397.1504937233
35772,1136779.1378645229
35773,1132692.5116379077
35774,1132692.5116379077
35775,1129390.9435705298
35776,1134509.2713733502
35777,1242978.9222151642
35778,1367044.7692193124
35779,1430839.6881735746
35780,1407866.4980948272
35781,1289718.8454314857
35782,1154575.099321301
35783,1044397.0715948399
35784,977398.2449218741
35785,945839.0956977085
35786,962623.2923912001
35787,974301.2803404541
35788,1010918.9994909248
35789,1184950.2320936203
35790,1496582.1031200096
35791,1569517.887022338
35792,1495195.6980682192
35793,1350360.111359241
35794,1218590.8455428882
35795,1168163.128739975
35796,1158548.4917269081
35797,1140831.827706194
35798,1140831.827706194
35799,1140831.827706194
35800,1142059.0657245412
35801,1256879.281459378
35802,1414946.366580861
35803,1488205.1479316351
35804,1481797.4308612824
35805,1388799.6743994104
35806,1297286.2647465924
35807,1160838.5175060458
35808,1040734.6827658942
35809,1010718.046876104
35810,1021392.2359225407
35811,1035124.7561311227
35812,1045724.5626253663
35813,1208963.3469340543
35814,1460817.1105945262
35815,1655495.9615679395
35816,1464624.1967245091
35817,1266542.5360126833
35818,1176009.575150302
35819,1167042.7041814195
35820,1151816.354682747
35821,1133827.947189388
35822,1122801.982224011
35823,1122801.982224011
35824,1135708.7776440107
35825,1245838.1242898465
35826,1392121.7261015507
35827,1423419.6806375515
35828,1448496.8919729418
35829,1333602.7694888036
35830,1228732.4243986192
35831,1159284.2791217684
35832,1026456.0345747435
35833,984321.9436849531
35834,972508.8453493627
35835,970876.553257445
35836,981476.3597516887
35837,1141260.468427541
35838,1320306.6540579132
35839,1521114.9691405257
35840,1393299.9176556186
35841,1270100.4177125767
35842,1196843.1055343156
35843,1170600.5858813128
35844,1157110.4535094742
35845,1135511.1372409677
35846,1124485.1722755907
35847,1135511.1372409677
35848,1133395.377773456
35849,1241788.507292458
35850,1339441.0152781429
35851,1347790.0598259578
35852,1337084.5329369802
35853,1246366.5400257255
35854,1165444.316405247
35855,1052988.8982729057
35856,997493.4178011211
35857,960761.1743857724
35858,934217.8180925279
35859,941353.4697231279
35860,951953.2762173716
35861,1138730.210091224
35862,1317776.3957215962
35863,1492237.8767042086
35864,1390769.6593193016
35865,1273599.9614876816
35866,1176486.9983990942
35867,1175519.9993398658
35868,1172550.5764298302
35869,1143535.9930613555
35870,1143535.9930613555
35871,1143535.9930613555
35872,1148835.500693812
35873,1249950.9005204425
35874,1345327.4277959242
35875,1348983.9456023131
35876,1333594.3735295178
35877,1230695.5692835967
35878,1127957.4217804743
35879,1033088.5170562915
35880,959947.7604371387
35881,917454.0374814352
35882,901356.675619241
35883,909823.3749050255
35884,917651.7529139075
35885,1036956.8849518952
35886,1248786.4592483703
35887,1417426.4944543585
35888,1418648.7240528276
35889,1376499.6498613711
35890,1245055.476076014
35891,1202009.386154927
35892,1170432.966110275
35893,1148833.6498417684
35894,1143939.052265711
35895,1143939.052265711
35896,1144169.5576907976
35897,1298882.9037209542
35898,1392427.7364467408
35899,1426822.2352740935
35900,1458411.3287943893
35901,1385140.4637640934
35902,1295152.1230845726
35903,1195564.0087601496
35904,1069870.8576314077
35905,1069678.2786831711
35906,1086186.6724677065
35907,1230946.855265829
35908,1328789.8034087669
35909,1512080.4614711874
35910,1744286.3152722116
35911,1896520.259604184
35912,1680134.3846635267
35913,1438152.454751394
35914,1336476.9686990867
35915,1227058.456006957
35916,1153513.6351489297
35917,1135525.2276555707
35918,1130630.6300795132
35919,1130630.6300795132
35920,1134485.1569079703
35921,1289198.502938127
35922,1413037.5153529868
35923,1517303.4902556865
35924,1563671.8205021892
35925,1533929.890665854
35926,1342006.4641437593
35927,1228267.7407377763
35928,1074234.9470729276
35929,1029394.3080549444
35930,1053690.623489903
35931,1033069.6734899026
35932,1039648.371576817
35933,1207390.1841739067
35934,1462681.377342769
35935,1657360.2283161823
35936,1392534.5081388338
35937,1224333.8359943347
35938,1161594.4600727486
35939,1137272.6836842664
35940,1124688.7398772251
35941,1114865.3157537773
35942,1121394.6955230113
35943,1121394.6955230113
35944,1130505.2456057735
35945,1224269.8976575898
35946,1355608.898141706
35947,1401239.2569076195
35948,1379155.742074501
35949,1260150.9701649987
35950,1112881.1449563007
35951,941723.0087743365
35952,833463.337044106
35953,788402.8239866133
35954,776119.2517627297
35955,778830.5111544215
35956,791892.0938551838
35957,896822.6473769888
35958,1124994.0519502566
35959,1236260.381272182
35960,1235722.3361508688
35961,1196388.7821500017
35962,1164886.177092346
35963,1162499.30834967
35964,1158181.9015314265
35965,1134896.2638432442
35966,1135298.89646201
35967,1135298.89646201
35968,1137179.7269166326
35969,1297615.0458226614
35970,1441127.609906178
35971,1502495.3695336487
35972,1557193.0126145182
35973,1527451.0827781835
35974,1379012.5004467478
35975,1285622.2187767122
35976,1223769.422932438
35977,1324688.2725896805
35978,1376317.4390180823
35979,1390226.0773097062
35980,1477939.8692905612
35981,1727880.412858049
35982,1980592.7167486954
35983,2087042.8753483142
35984,1948061.3976919437
35985,1735871.0125606025
35986,1568881.4525680665
35987,1406648.5485455368
35988,1330833.5675928541
35989,1207384.166319117
35990,1196767.5958671873
35991,1173674.1779772872
35992,1204370.399197682
35993,1314013.359541332
35994,1492289.8757822143
35995,1627489.0773550628
35996,1649120.1026537074
35997,1609675.1186581217
35998,1370619.3695980865
35999,1287781.7769468925
36000,1143463.5101501325
36001,1149817.2911291565
36002,1193086.5182228738
36003,1232644.211630956
36004,1246038.8799186922
36005,1437785.1601107945
36006,1685066.4489948177
36007,1806202.3135138624
36008,1589008.7239765278
36009,1362690.7681337013
36010,1199445.4765504939
36011,1166531.8601761484
36012,1156917.2231630816
36013,1131442.411535803
36014,1131442.411535803
36015,1131442.411535803
36016,1130590.390015665
36017,1237719.7815872934
36018,1357061.7069954842
36019,1349836.9306795157
36020,1372621.0375118605
36021,1287416.0906695146
36022,1185660.935047164
36023,1087317.8192662497
36024,1002402.4159491548
36025,966319.6065654686
36026,939776.2502722241
36027,937284.7440179636
36028,947884.5505122071
36029,1076112.3716530497
36030,1249722.0934190424
36031,1332962.2796156663
36032,1298602.5045443503
36033,1177956.0549267905
36034,1171451.2736347013
36035,1170523.2768327056
36036,1161066.5836246975
36037,1142211.3854562545
36038,1142211.3854562545
36039,1142177.3166340955
36040,1144766.7749886476
36041,1245882.174815278
36042,1357226.1466373936
36043,1351728.2136695534
36044,1383138.7443141972
36045,1287752.1349455847
36046,1242542.8227104845
36047,1150156.7514486252
36048,1057545.887718985
36049,1042290.2327509379
36050,1048687.9228576936
36051,1057595.984003542
36052,1094961.823295703
36053,1254745.9319715544
36054,1543774.1599365657
36055,1710393.652024836
36056,1585486.7119451535
36057,1415101.0890681543
36058,1275038.631084491
36059,1208040.6128118262
36060,1170376.8465858896
36061,1148777.5303173831
36062,1143882.9327413256
36063,1143882.9327413256
36064,1144113.4381664123
36065,1277985.698122538
36066,1392371.6169223555
36067,1473940.8829414325
36068,1499077.6441775186
36069,1561056.1277945586
36070,1342163.0887614707
36071,1242977.347377473
36072,1186687.6096659647
36073,1231932.143969691
36074,1304746.2276415804
36075,1358812.64223297
36076,1382959.7178632396
36077,1522154.0233114301
36078,1837839.233695996
36079,1932177.3094672672
36080,1680237.8845266097
36081,1438255.954614477
36082,1263922.4117797182
36083,1183166.7421034824
36084,1153617.1350120127
36085,1135628.7275186537
36086,1127719.7399124315
36087,1130734.1299425962
36088,1134588.6567710533
36089,1289302.00280121
36090,1449393.5430239541
36091,1592470.4833198916
36092,1637328.1412531224
36093,1624650.557257537
36094,1481343.0960875016
36095,1331571.2648123764
36096,1248292.3722141895
36097,1363751.0742456308
36098,1364482.1934531925
36099,1380023.123836734
36100,1401716.7801171404
36101,1587289.8124492434
36102,1853924.9662502673
36103,1976576.6714444272
36104,1760459.6365440318
36105,1549421.5198396288
36106,1405372.5300051144
36107,1334193.5998194937
36108,1227189.9725647692
36109,1159298.6397520306
36110,1147732.9454546308
36111,1147732.9454546308
36112,1164345.9151857148
36113,1307455.1327284488
36114,1474910.5814541145
36115,1645486.4802077417
36116,1688804.4315020225
36117,1679412.939117537
36118,1507283.3463514622
36119,1331713.0198631505
36120,1272947.6983313165
36121,1391112.94849095
36122,1388675.7003279626
36123,1387043.408236045
36124,1402803.5470971474
36125,1528811.6586978186
36126,1722026.5329904521
36127,1843162.397509497
36128,1622779.5492342925
36129,1403447.918126048
36130,1233551.8678986738
36131,1163314.134479113
36132,1158996.7276608695
36133,1130099.3774870813
36134,1130099.3774870813
36135,1130099.3774870813
36136,1134980.1630159114
36137,1242109.5545875398
36138,1393774.8408651892
36139,1425574.091016238
36140,1442992.2391042283
36141,1334622.4327349693
36142,1198929.4755364673
36143,1065214.2862981765
36144,985993.8868321503
36145,957856.9252382222
36146,973036.6521006317
36147,971404.360008714
36148,994121.6215029577
36149,1179847.6931936727
36150,1389858.6418240448
36151,1498750.6174246306
36152,1325810.2426098092
36153,1160082.84440266
36154,1154285.390477529
36155,1143582.60604738
36156,1129665.1623253343
36157,1126371.1179711204
36158,1136080.6207306706
36159,1126371.1179711204
36160,1133507.9716800482
36161,1224562.5744539604
36162,1361924.4757949219
36163,1408212.8890198225
36164,1393345.764180543
36165,1274537.093869675
36166,1119404.7871480836
36167,1019436.6506948811
36168,929195.7531578693
36169,906198.1491081443
36170,909947.1793132414
36171,907293.618956704
36172,922058.7256317089
36173,1050286.5467725508
36174,1233523.4264234048
36175,1330518.157761292
36176,1302000.4541203845
36177,1164627.650546107
36178,1160566.4137478098
36179,1147153.5800397568
36180,1145580.2913215763
36181,1120799.8436950578
36182,1120799.8436950578
36183,1120799.8436950578
36184,1121831.1467633992
36185,1234262.0639923364
36186,1330183.3614462542
36187,1338775.5972858344
36188,1333995.9974764818
36189,1237560.2353931968
36190,1108956.962438155
36191,981029.3789523437
36192,917547.8553373904
36193,889676.8267255995
36194,884310.5248306877
36195,905302.0003213212
36196,914880.5385509453
36197,1060355.4933902454
36198,1284983.2507536272
36199,1402605.2503622267
36200,1384613.016757981
36201,1238118.6414267598
36202,1169657.292629302
36203,1168690.2935700738
36204,1165720.8706600382
36205,1147732.4631666793
36206,1144278.4624538342
36207,1147732.4631666793
36208,1145616.7036991676
36209,1246732.103525798
36210,1366666.879207624
36211,1392558.249878919
36212,1411617.3340649973
36213,1358475.7130522812
36214,1267863.1895682984
36215,1154705.2060631288
36216,1069245.996209618
36217,1067876.642741179
36218,1067641.96916008
36219,1168720.6602039419
36220,1215666.2885093172
36221,1428501.4561251488
36222,1641111.300417782
36223,1786656.2765587887
36224,1637557.7323524437
36225,1462904.4408079383
36226,1342160.3873188498
36227,1236516.403611129
36228,1167615.866521262
36229,1149627.4590279032
36230,1146048.702557276
36231,1146048.702557276
36232,1144963.3668769323
36233,1266077.183930431
36234,1421631.4231568845
36235,1500685.323763451
36236,1538115.6469798721
36237,1550071.3394376624
36238,1423933.382565974
36239,1286715.0225619494
36240,1223923.5854680699
36241,1323903.6610793395
36242,1341959.492152789
36243,1341959.492152789
36244,1381647.4981665995
36245,1520841.80361479
36246,1837071.8161700857
36247,1879770.6093870853
36248,1591522.2880219969
36249,1356778.5245433303
36250,1194920.8932018552
36251,1162007.2768275097
36252,1147140.5950927713
36253,1129152.1875994124
36254,1122087.489021158
36255,1122087.489021158
36256,1133006.7144278695
36257,1241399.8439468716
