,P10_model
35215,1462332.4938245276
35216,1514483.3285643605
35217,1411914.5581220156
35218,1239249.2453655386
35219,1199027.0915951962
35220,1183512.2347196233
35221,1119401.2613150072
35222,1112324.8756383501
35223,1121353.4692305624
35224,1198090.9780985354
35225,1312373.0248267488
35226,1443309.0556067014
35227,1522343.6316908933
35228,1564213.2418833235
35229,1533418.0720344235
35230,1547951.665349693
35231,1441648.469890535
35232,1419285.8361586244
35233,1429575.9692145342
35234,1484137.3979150022
35235,1482914.301405134
35236,1541616.2938852978
35237,1547457.3081158889
35238,1627560.957828579
35239,1736802.5306319648
35240,1539012.4164708096
35241,1280031.0497575218
35242,1198561.5842823149
35243,1094320.202659862
35244,1074744.7095985655
35245,1067104.3489200629
35246,1062911.872179877
35247,1062911.872179877
35248,1086958.0216375673
35249,1199655.876209453
35250,1359525.7050348187
35251,1410471.122971096
35252,1444748.449393608
35253,1467817.7384634514
35254,1404101.9284888771
35255,1285392.7621793903
35256,1083958.9128185147
35257,1118589.7566340046
35258,1107385.8949779572
35259,1156224.2243441797
35260,1216524.7906209275
35261,1296792.462959926
35262,1372957.5000396557
35263,1507906.4083252621
35264,1348230.4237292022
35265,1191259.6474074163
35266,1074744.7095985655
35267,1073016.2736050426
35268,1070964.7174222542
35269,1065052.7927372744
35270,1060860.3159970886
35271,1060860.3159970886
35272,1083898.276909582
35273,1161995.8641431225
35274,1271079.7424380064
35275,1305554.4099440374
35276,1348823.0357453832
35277,1293631.245700193
35278,1173822.2627445734
35279,1024254.7147394997
35280,926777.8031898397
35281,933176.2814880343
35282,949519.5787038831
35283,970137.5438213167
35284,976380.9472064617
35285,1067791.029784868
35286,1218986.2737275595
35287,1305998.2714821834
35288,1194739.5551991002
35289,1133600.5798662673
35290,1075284.6907770522
35291,1073556.2547835293
35292,1073556.2547835293
35293,1066313.0213640868
35294,1061400.2971755753
35295,1062120.544623901
35296,1085229.585644045
35297,1161995.8641431225
35298,1298416.2341056664
35299,1333140.4983934518
35300,1357035.955746057
35301,1293631.245700193
35302,1173822.2627445734
35303,1045289.079969806
35304,954895.1392093941
35305,967330.6164316984
35306,978177.8700434383
35307,992874.8425238305
35308,1022384.2415632603
35309,1083924.4386575986
35310,1299931.253243162
35311,1478468.8213082408
35312,1245726.516780885
35313,1195807.0674184998
35314,1079292.1296096481
35315,1077563.6936161253
35316,1077563.6936161253
35317,1069600.2127483576
35318,1065407.7360081722
35319,1065407.7360081722
35320,1089237.0244766409
35321,1160003.0720161693
35322,1300814.9707755528
35323,1331147.7062664991
35324,1355043.1636191043
35325,1322844.1406280026
35326,1184154.2338904808
35327,1047785.4391645803
35328,996827.2857198691
35329,993210.875731093
35330,991306.6326160327
35331,990335.1933662551
35332,1019793.0512491065
35333,1091814.1496028472
35334,1281267.366300596
35335,1390606.7739731104
35336,1240129.211535139
35337,1141206.1320902552
35338,1082890.24300104
35339,1081161.8070075172
35340,1079110.2508247287
35341,1073198.3261397495
35342,1069005.849399564
35343,1069005.849399564
35344,1092835.1378680328
35345,1151582.129756337
35346,1221678.9676348786
35347,1256667.2700956466
35348,1284253.358545061
35349,1235646.5527213023
35350,1118440.887377358
35351,974451.7589169919
35352,900968.101076794
35353,878676.6817203851
35354,873212.6997152661
35355,918855.3917227348
35356,927579.8220134958
35357,1004354.8527493328
35358,1132170.3168603037
35359,1231592.3433795853
35360,1198215.8633871502
35361,1141206.1320902552
35362,1082890.24300104
35363,1081161.8070075172
35364,1081161.8070075172
35365,1073198.3261397495
35366,1073079.7399618153
35367,1073799.987410141
35368,1092835.1378680328
35369,1151582.129756337
35370,1221678.9676348786
35371,1228417.2630192244
35372,1256667.2700956466
35373,1218863.6537939596
35374,1109127.6058012722
35375,973351.3973415805
35376,901593.1946747937
35377,890368.5056200095
35378,914445.1365474192
35379,944702.5220530338
35380,969433.8067584614
35381,1019585.6251284161
35382,1144587.8227371618
35383,1265185.155480822
35384,1244322.4012141584
35385,1238169.2648967186
35386,1192822.7878279116
35387,1125662.1095994695
35388,1095883.343080357
35389,1070395.9253340806
35390,1071681.8376313087
35391,1071681.8376313087
35392,1089385.6793547382
35393,1194821.2769015853
35394,1307892.68709398
35395,1312836.8642698326
35396,1328656.1409411645
35397,1293496.2200575075
35398,1177905.7333631862
35399,1112568.7387606727
35400,1016318.6782910386
35401,995237.7057239562
35402,999603.971530166
35403,1006691.6118645847
35404,1070100.2459223734
35405,1138247.142385321
35406,1219053.6346157498
35407,1479697.6572008282
35408,1400890.6403774894
35409,1261671.3101404656
35410,1206478.8673906035
35411,1132615.5838221833
35412,1082661.9927068532
35413,1076750.0680218735
35414,1072557.591281688
35415,1072557.591281688
35416,1094875.3047458555
35417,1202318.7568184405
35418,1311756.1930431656
35419,1352565.594127596
35420,1434243.4665400116
35421,1399704.5316393054
35422,1415686.3470889833
35423,1312804.9209613828
35424,1178455.7474289914
35425,1226983.2126035334
35426,1250919.8494125132
35427,1291693.3011755964
35428,1316876.2597596485
35429,1387657.55684502
35430,1535145.531857639
35431,1706002.9961604632
35432,1534400.229985999
35433,1263064.5801404656
35434,1186613.6933840935
35435,1084055.2627068532
35436,1082326.8267133303
35437,1076414.902028351
35438,1072222.4252881657
35439,1072222.4252881657
35440,1094540.1387523327
35441,1171485.1524388983
35442,1361733.079318297
35443,1390449.017084298
35444,1424798.4479063752
35445,1438951.9633182941
35446,1296948.3404283912
35447,1170148.6424872691
35448,1044237.0792200327
35449,1033560.3168653682
35450,1068215.8667809225
35451,1066806.256013923
35452,1137748.5665320943
35453,1198712.279578605
35454,1309900.4620531255
35455,1488438.0301182042
35456,1357503.8295267748
35457,1255880.8602637935
35458,1146013.5144428595
35459,1108018.6171234862
35460,1088443.1240621891
35461,1080802.763383687
35462,1076610.2866435016
35463,1076610.2866435016
35464,1100116.4549227038
35465,1172927.6069277849
35466,1338534.5777460341
35467,1359940.2858098776
35468,1391145.9728646397
35469,1348775.6280490828
35470,1201713.8483178066
35471,1144097.7413179763
35472,1030467.4116911883
35473,1034608.3350610551
35474,1068215.8667809225
35475,1071353.5228743071
35476,1137748.5665320943
35477,1248522.0481946052
35478,1345223.6108256574
35479,1520687.941027852
35480,1525824.3137198258
35481,1358332.6621320446
35482,1218096.7561517435
35483,1209883.8361510697
35484,1146013.5144428595
35485,1102106.6924385065
35486,1078338.722637024
35487,1078338.722637024
35488,1119691.947984001
35489,1281486.4334087118
35490,1411482.1803167854
35491,1500024.2502898744
35492,1539914.324084929
35493,1561257.738226537
35494,1467978.7296901331
35495,1344722.5614359854
35496,1312030.0279824324
35497,1326279.2836918274
35498,1303828.4537353676
35499,1399701.7000343099
35500,1415401.9200920977
35501,1418969.8011123063
35502,1533250.9818848693
35503,1595630.6722395325
35504,1435009.1531928924
35505,1255188.118723002
35506,1136958.474928183
35507,1087750.3825213977
35508,1086021.9465278748
35509,1080110.0218428955
35510,1075917.5451027101
35511,1075917.5451027101
35512,1097695.27738839
35513,1163047.193594552
35514,1304134.8603096048
35515,1341063.7180762794
35516,1362098.083306586
35517,1301928.3870855286
35518,1272148.6974790758
35519,1170122.7313291878
35520,1064247.0531404056
35521,1081909.0027160041
35522,1123050.2108962547
35523,1122048.3464743064
35524,1187558.335148095
35525,1272665.2689166032
35526,1298453.0875387
35527,1435730.612870626
35528,1353712.0371238363
35529,1217404.014610952
35530,1120124.9674900307
35531,1087750.3825213977
35532,1086021.9465278748
35533,1080110.0218428955
35534,1078660.1269304985
35535,1078660.1269304985
35536,1097695.27738839
35537,1155765.2795822546
35538,1255629.8381779653
35539,1301645.111020843
35540,1309858.0310215172
35541,1251902.25273503
35542,1169188.3134719576
35543,1037821.2469012118
35544,944238.5693479214
35545,944442.7407630094
35546,955441.5386849066
35547,952576.7406056781
35548,954563.5809111057
35549,959042.1516494844
35550,1071814.1016950475
35551,1177931.2011791847
35552,1191108.1488907777
35553,1093172.5312024278
35554,1079150.5161599058
35555,1077098.9599771174
35556,1077121.1205734974
35557,1076885.5156121652
35558,1079583.276728394
35559,1078171.4279093933
35560,1103687.2234095912
35561,1147238.6029614625
35562,1213816.8519765383
35563,1220555.1473608841
35564,1235073.0583392624
35565,1196987.3642160222
35566,1076865.64230197
35567,949591.2505553983
35568,858877.5469216899
35569,839364.366077548
35570,822704.3247928625
35571,821702.4603709142
35572,824135.7042972542
35573,906046.5047862558
35574,1061058.3513194572
35575,1156254.9361910487
35576,1132898.603001997
35577,1088626.3648412211
35578,1086897.9288476983
35579,1084846.3726649098
35580,1084868.5332612903
35581,1080413.7205078963
35582,1080440.4515597722
35583,1076221.2437677109
35584,1110570.118800708
35585,1163309.170145021
35586,1265928.8082073338
35587,1274395.5395852022
35588,1274395.5395852022
35589,1218749.5507229215
35590,1071824.876445741
35591,918601.6946899821
35592,816293.8547596086
35593,774498.528909294
35594,750818.542966506
35595,766357.69468688
35596,773630.4474419315
35597,897821.6729513688
35598,1061058.3513194572
35599,1156254.9361910487
35600,1204981.8447108811
35601,1145473.5332643727
35602,1108201.8579025182
35603,1088626.3648412211
35604,1086897.9288476983
35605,1080986.004162719
35606,1076793.5274225336
35607,1076793.5274225336
35608,1100839.676880223
35609,1193841.7770185706
35610,1362430.0350986393
35611,1391145.9728646397
35612,1416299.9850495795
35613,1439807.4473109336
35614,1400299.969662332
35615,1297790.2237534882
35616,1147718.1915968787
35617,1175253.230458759
35618,1207493.6394726962
35619,1241632.273515775
35620,1299077.3845864239
35621,1358883.9960158379
35622,1411918.7521061767
35623,1596604.256154142
35624,1526105.156093644
35625,1257932.380740451
35626,1207815.7096730943
35627,1109536.3164095606
35628,1089447.1883935265
35629,1083535.2637085468
35630,1077614.350974839
35631,1077614.350974839
35632,1101120.5192540411
35633,1173931.6712591222
35634,1360361.908620664
35635,1389077.8463866643
35636,1410112.2116169713
35637,1427533.1587725084
35638,1305217.5072317566
35639,1251481.510158252
35640,1054251.2107878444
35641,1102831.1164384454
35642,1113083.5246377361
35643,1206491.775050748
35644,1257332.493573563
35645,1336809.7756527304
35646,1380176.0941130468
35647,1520968.7834016702
35648,1357784.671900593
35649,1216028.629673768
35650,1089447.1883935265
35651,1087718.7524000036
35652,1087718.7524000036
35653,1080475.5189805615
35654,1075562.7947920505
35655,1075562.7947920505
35656,1099392.0832605187
35657,1163461.8501799016
35658,1296663.86215951
35659,1330788.7949123743
35660,1354684.2522649795
35661,1291279.5422191157
35662,1174491.7096548919
35663,1027214.2523935321
35664,912911.290342194
35665,940921.3064721597
35666,957238.6202862408
35667,978981.2002642924
35668,1002123.0244064027
35669,1069712.5940034199
35670,1218631.9639503998
35671,1311487.742708041
35672,1205109.9267223945
35673,1134291.0169152867
35674,1087026.0108592121
35675,1087026.0108592121
35676,1084974.4546764237
35677,1079062.5299914444
35678,1074870.053251259
35679,1074870.053251259
35680,1096647.7855369388
35681,1155040.9079200693
35682,1217855.8317863133
35683,1231876.0411829567
35684,1256308.3587415218
35685,1199777.7367494153
35686,1095214.8769350708
35687,969198.3765703505
35688,877271.754415679
35689,855261.5066554657
35690,836312.5851491374
35691,860384.56359021
35692,862817.8075165501
35693,913366.6541607097
35694,1026250.8851116144
35695,1122526.7258146543
35696,1200980.6826864558
35697,1134890.3484502076
35698,1088754.446852735
35699,1087026.0108592121
35700,1087026.0108592121
35701,1079782.77743977
35702,1078943.9438135102
35703,1079664.1912618359
35704,1098699.3417197273
35705,1156769.343913592
35706,1258798.108030284
35707,1291196.3840658353
35708,1307789.9045435418
35709,1249834.1262570545
35710,1167120.1869939822
35711,1046455.5145076357
35712,962825.56008306
35713,965437.9959416972
35714,980569.8032527489
35715,983982.4138592051
35716,1027202.4792981527
35717,1101817.9551207959
35718,1185167.6831676587
35719,1298364.8336276992
35720,1229214.622313094
35721,1199528.3158068142
35722,1101248.9225432805
35723,1081159.7945272468
35724,1079431.358533724
35725,1073519.4338487447
35726,1074805.3461459728
35727,1074805.3461459728
35728,1092509.1878694019
35729,1150579.190063266
35730,1255039.9705943272
35731,1295818.8471069108
35732,1304031.767107585
35733,1261895.2654924295
35734,1139850.7035395012
35735,1026308.7401483365
35736,941662.5393476537
35737,970041.7683083819
35738,962116.6051827634
35739,965371.3038405322
35740,967358.14414596
35741,1067342.7569724794
35742,1219949.3811960036
35743,1300269.9539773096
35744,1205262.6870846993
35745,1134443.7772775914
35746,1088907.2072150393
35747,1087178.7712215164
35748,1085127.215038728
35749,1079215.2903537487
35750,1075022.8136135633
35751,1075022.8136135633
35752,1097340.5270777303
35753,1164921.321253302
35754,1267938.0865746746
35755,1274676.3819590204
35756,1281958.295971318
35757,1250744.6246676024
35758,1096538.0363781238
35759,954208.58075921
35760,847249.821456387
35761,802081.6003589092
35762,803271.5558079187
35763,817104.1757772901
35764,819537.4197036301
35765,898102.5153251872
35766,1061339.1936932753
35767,1156535.7785648669
35768,1133179.4453758153
35769,1088907.2072150393
35770,1087178.7712215164
35771,1085127.215038728
35772,1085149.3756351084
35773,1079237.4509501292
35774,1075044.9742099438
35775,1075044.9742099438
35776,1097340.5270777303
35777,1164921.321253302
35778,1266209.650581152
35779,1274676.3819590204
35780,1281958.295971318
35781,1241716.0310753903
35782,1096538.0363781238
35783,954208.58075921
35784,852922.7372979387
35785,842220.6998635831
35786,826870.8532126126
35787,860384.56359021
35788,862817.8075165501
35789,946352.8201846583
35790,1114055.8318161846
35791,1200519.4464066934
35792,1205802.668263186
35793,1143945.387964884
35794,1089447.1883935265
35795,1087718.7524000036
35796,1087718.7524000036
35797,1081806.8277150244
35798,1076283.0422403761
35799,1076283.0422403761
35800,1099392.0832605187
35801,1166649.7572468247
35802,1308880.3628186453
35803,1333976.701979297
35804,1357872.1593319022
35805,1294467.4492860383
35806,1150719.9490647442
35807,1027214.2523935321
35808,914126.3420893347
35809,896267.8264562886
35810,896093.0882496443
35811,923352.0511277172
35812,926684.8458331448
35813,1008056.2625799509
35814,1160500.1489572339
35815,1277576.8096753585
35816,1190621.6128622126
35817,1105656.909649288
35818,1076403.1447704586
35819,1074674.7087769357
35820,1073343.4000424729
35821,1066711.2279091675
35822,1062518.7511689817
35823,1062518.7511689817
35824,1085016.7309029885
35825,1158197.975076083
35826,1268496.6544097527
35827,1298248.5605402268
35828,1333136.5858645402
35829,1284898.6528316075
35830,1130760.197034554
35831,1018710.0289378366
35832,885314.0761917337
35833,866884.1322516535
35834,857424.4077387422
35835,876815.5006385465
35836,879248.7445648866
35837,951582.1071396783
35838,1095538.8780660436
35839,1180181.1818536096
35840,1189928.8713214211
35841,1095799.5312457008
35842,1075710.403229667
35843,1073981.9672361442
35844,1073981.9672361442
35845,1066018.486368376
35846,1061826.0096281902
35847,1061826.0096281902
35848,1084323.989362197
35849,1151505.4688097734
35850,1214320.3926760175
35851,1228340.6020726606
35852,1251354.212818789
35853,1193396.8473619071
35854,1087805.6292831195
35855,967711.9581753584
35856,861896.905115551
35857,842381.7176956665
35858,844517.7043354473
35859,843546.2650856697
35860,845979.5090120097
35861,897104.839703996
35862,1014086.2554535543
35863,1108540.7853536513
35864,1185799.6272854824
35865,1095799.5312457008
35866,1075710.403229667
35867,1073981.9672361442
35868,1072650.6585016814
35869,1066018.486368376
35870,1065899.9001904414
35871,1065899.9001904414
35872,1084323.989362197
35873,1151505.4688097734
35874,1214320.3926760175
35875,1221058.688060363
35876,1228340.6020726606
35877,1192296.4857864955
35878,1081757.2660652623
35879,942716.1392473418
35880,844521.2630224507
35881,834569.2880484968
35882,807001.6792509276
35883,803535.2688467567
35884,805968.5127730967
35885,829677.1451753936
35886,972090.3864528298
35887,1069516.3792283456
35888,1175437.6417090516
35889,1120424.9495085282
35890,1086920.9498109042
35891,1067345.456749607
35892,1067345.456749607
35893,1060376.4670148299
35894,1061662.379312058
35895,1061662.379312058
35896,1079366.2210354884
35897,1146273.4567983989
35898,1249315.5305170228
35899,1298307.3270302804
35900,1298307.3270302804
35901,1257365.9403550958
35902,1165551.1622696114
35903,1041395.0987354321
35904,973012.6217845023
35905,963514.0988181862
35906,969059.2818988333
35907,1015639.3944795767
35908,1082034.4381373643
35909,1209242.7302763176
35910,1320334.2716032784
35911,1456670.9035146676
35912,1329244.8298282558
35913,1201292.4466541791
35914,1127578.5410589701
35915,1074499.0483000495
35916,1075170.4192437748
35917,1067530.0585652723
35918,1063337.5818250864
35919,1063337.5818250864
35920,1085655.2952892543
35921,1161750.2028446065
35922,1302562.1016039895
35923,1351553.8981172466
35924,1383954.7001119792
35925,1330881.9612120227
35926,1198569.9889832078
35927,1046423.0284904033
35928,955451.6601749945
35929,957530.4911217868
35930,955151.3702237117
35931,944977.1345618697
35932,946963.9748672973
35933,1028335.3916141033
35934,1159189.8736241758
35935,1207412.9811089658
35936,1188717.5163918035
35937,1074499.0483000495
35938,1073441.983250252
35939,1071390.4270674635
35940,1071412.5876638435
35941,1066957.774910449
35942,1066984.505962325
35943,1066021.1078096267
35944,1097114.1732032613
35945,1155836.2471685777
35946,1261981.4671226586
35947,1268719.7625070042
35948,1268719.7625070042
35949,1214130.8386945212
35950,1058895.8921405994
35951,903382.6196411267
35952,792739.876397212
35953,743558.5763083028
35954,713279.9896697862
35955,712822.1853747456
35956,727331.2111261329
35957,847117.3584678082
35958,1007158.7805430952
35959,1066816.6834552488
35960,1103699.2610767873
35961,1075039.0294785362
35962,1073981.9644287387
35963,1073981.9644287387
35964,1073981.9644287387
35965,1068070.039743759
35966,1063877.563003573
35967,1063877.563003573
35968,1086712.3603390513
35969,1161750.2028446065
35970,1330148.1900534036
35971,1351553.8981172466
35972,1383954.7001119792
35973,1350779.7739335601
35974,1267756.584466995
35975,1154690.8738556567
35976,1068042.7758531212
35977,1097386.1250780944
35978,1177175.5817319572
35979,1211344.6409472066
35980,1278272.49054412
35981,1361566.4091906622
35982,1509054.3842032817
35983,1673034.0611249486
35984,1533681.2058601317
35985,1394282.9058299558
35986,1240811.6468846863
35987,1193619.507831992
35988,1128118.5222374573
35989,1088702.5978548527
35990,1064934.6280533702
35991,1064934.6280533702
35992,1106287.8534003485
35993,1200014.5051059325
35994,1350855.7403390862
35995,1401801.1582753626
35996,1427401.3051346424
35997,1416778.4623504241
35998,1277962.7465274448
35999,1151163.0485863227
36000,1020742.1081981721
36001,1043244.7078421849
36002,1027523.3764366126
36003,1081794.0276472194
36004,1097494.2477050067
36005,1170854.3248197243
36006,1300078.9949104495
36007,1455978.1619738762
36008,1236739.393718657
36009,1127425.7806966659
36010,1074346.2879377448
36011,1073289.2228879472
36012,1073289.2228879472
36013,1067377.2982029675
36014,1063184.8214627816
36015,1063184.8214627816
36016,1084962.5537484628
36017,1150812.7244615764
36018,1220238.1913963926
36019,1249990.0975268667
36020,1277576.1859762806
36021,1237182.3001531966
36022,1111763.7148085781
36023,980562.5356615416
36024,888382.8646231741
36025,866091.445266765
36026,843153.5890435249
36027,842182.1497937473
36028,844615.3937200874
36029,895740.7244120736
36030,955048.3258049189
36031,1068197.4510097085
36032,1110721.6063983515
36033,1074346.2879377448
36034,1073289.2228879472
36035,1071957.9141534844
36036,1071237.6667051588
36037,1065325.742020179
36038,1065207.1558422444
36039,1065207.1558422444
36040,1083631.245014
36041,1150812.7244615764
36042,1212956.2773840951
36043,1249990.0975268667
36044,1277576.1859762806
36045,1236081.938577785
36046,1136001.8069247357
36047,1016979.5539944868
36048,933048.7224881272
36049,939627.2488497747
36050,947163.4881938767
36051,962833.1701620829
36052,985410.8657351754
36053,1027520.1502914003
36054,1160854.166333974
36055,1246971.3685694165
36056,1217878.298234669
36057,1189339.552798309
36058,1111994.2363054797
36059,1070759.0744448525
36060,1069702.009395055
36061,1063790.0847100758
36062,1065075.9970073039
36063,1065075.9970073039
36064,1082779.8387307334
36065,1146874.7506010178
36066,1249916.8243196418
36067,1298908.6208328994
36068,1322161.8239688457
36069,1293455.9783437967
36070,1234399.445712963
36071,1123828.7016810628
36072,1061475.6610990348
36073,1090239.7230830493
36074,1081288.9984639238
36075,1130127.3278301463
36076,1145827.5478879337
36077,1251413.394409481
36078,1374833.0346544348
36079,1502904.1555588841
36080,1336348.0086530652
36081,1209590.7404189594
36082,1102886.470080863
36083,1082797.3420648288
36084,1081740.2770150313
36085,1075828.352330052
36086,1071635.8755898667
36087,1071635.8755898667
36088,1093953.5890540336
36089,1162945.3177845764
36090,1338645.2418682727
36091,1383954.7001119792
36092,1418304.1309340564
36093,1419966.3694173472
36094,1293094.5343428184
36095,1266407.1682784439
36096,1127463.2431080318
36097,1157762.4383036138
36098,1191158.9228665258
36099,1225327.9820817753
36100,1258608.32839592
36101,1333594.589827728
36102,1396907.2550175423
36103,1502904.1555588841
36104,1429812.578075733
36105,1247374.8445310094
36106,1201377.8204182852
36107,1132750.933180159
36108,1102372.835126126
36109,1076885.4173798491
36110,1072692.9406396637
36111,1072692.9406396637
36112,1095010.6541038307
36113,1191886.900596204
36114,1355238.7623459788
36115,1414184.4839794235
36116,1439266.3917647975
36117,1448832.1445625045
36118,1408338.65403494
36119,1278137.7994698312
36120,1132596.1777710961
36121,1160131.216632976
36122,1146558.576647566
36123,1145587.1373977882
36124,1161287.3574555756
36125,1235340.1761110842
36126,1314755.0775858092
36127,1470654.2446492363
36128,1245547.5734277668
36129,1195628.1240653817
36130,1084349.582586824
36131,1083292.5175370264
36132,1083292.5175370264
36133,1077380.5928520472
36134,1071856.807377399
36135,1071856.807377399
36136,1094965.848397542
36137,1162900.5120782875
36138,1272527.8204682323
36139,1302279.7265987063
36140,1329865.8150481198
36141,1290356.5623548615
36142,1120242.250177555
36143,970674.7021724815
36144,892065.3990681296
36145,874206.8834350834
36146,851269.0272118432
36147,883566.8235149424
36148,893591.1298026027
36149,976874.7240146752
36150,1108642.5250345208
36151,1187625.2462707965
36152,1124854.1450833695
36153,1083292.5175370264
36154,1081961.2088025636
36155,1081240.961354238
36156,1081263.1219506185
36157,1081027.5169892863
36158,1084632.8499069652
36159,1076835.040249101
36160,1106424.7263115495
36161,1157661.048828576
36162,1261000.9343392143
36163,1268796.2947733572
36164,1276078.2087856547
36165,1239653.6334075842
36166,1091398.7911825038
36167,946779.244819876
36168,847997.1420755642
36169,840296.1300393422
36170,816753.4524122976
36171,815782.01316252
36172,827656.9890253849
36173,936149.5870635491
36174,1090811.7373601634
36175,1149148.400617955
36176,1121035.501898987
36177,1084328.2119897578
36178,1082599.775996235
36179,1080548.2198134465
36180,1080548.2198134465
36181,1074658.4557248477
36182,1070465.9789846623
36183,1070465.9789846623
36184,1092221.550673962
36185,1151688.790010592
36186,1214106.5866177762
36187,1221901.947051919
36188,1229183.8610642166
36189,1183755.5548365386
36190,1085127.6300970053
36191,941138.5016366385
36192,855571.8438162262
36193,800275.4780598173
36194,806951.0113750973
36195,820106.0887880358
36196,822539.3327143758
36197,907603.7541580813
36198,1020487.9851089859
36199,1116763.8258120262
36200,1179702.9258082549
36201,1107080.2142841788
36202,1086447.6561730842
36203,1086447.6561730842
36204,1085116.3474386213
36205,1078484.1753053165
36206,1078365.5891273823
36207,1078365.5891273823
36208,1098120.9870335993
36209,1154462.5532339413
36210,1223888.0201687575
36211,1280480.5160401012
36212,1304375.9733927068
36213,1270191.9556963677
36214,1184740.6210734537
36215,1043041.5833568008
36216,998310.2719873162
36217,996146.6106938809
36218,994370.7854724459
36219,1048472.8022830192
36220,1119415.1128011907
36221,1173557.7819934923
36222,1225107.7895694287
36223,1353120.7635051366
36224,1292770.8840240769
36225,1204327.3046566534
36226,1132244.0629477699
36227,1079910.0688973935
36228,1080581.4398411189
36229,1072941.0791626167
36230,1074226.9914598449
36231,1074226.9914598449
36232,1091930.833183274
36233,1149329.4644334128
36234,1279212.1278929065
36235,1308051.7624213644
36236,1344905.4043230028
36237,1336887.167537632
36238,1240180.5554605254
36239,1235183.4682221177
36240,1088128.6040534726
36241,1117080.071326391
36242,1132779.7418636528
36243,1176378.2236606644
36244,1227218.9421834794
36245,1298937.9473619075
36246,1281582.590353102
36247,1473601.8588670876
36248,1229377.8288601052
36249,1138598.2056355628
36250,1086264.211585186
36251,1085207.1465353884
36252,1085207.1465353884
36253,1077243.6656676207
36254,1073051.1889274353
36255,1073051.1889274353
36256,1096089.1498399284
36257,1155769.8793004705
36258,1209277.5482050746
36259,1245565.8696393012
36260,1273151.958088716
36261,1233642.7053954569
36262,1133820.0067731668
36263,1024258.0844801933
36264,912546.133540982
