,P90_model
35309,1459330.4237012677
35310,1734742.649575803
35311,1887884.8370003593
35312,1800358.399309286
35313,1594028.7606597953
35314,1310491.2783841179
35315,1248725.4753114767
35316,1208465.944220495
35317,1184341.2428066432
35318,1184341.2428066432
35319,1184341.2428066432
35320,1250186.4568891432
35321,1326825.796181696
35322,1490106.5771304923
35323,1548472.0603216384
35324,1609701.252287487
35325,1486514.71232806
35326,1432764.453122938
35327,1322864.386318569
35328,1168190.3578204866
35329,1155482.6455285668
35330,1161863.8433524685
35331,1168287.11833315
35332,1188838.0202814073
35333,1371043.3680023625
35334,1622430.6217413177
35335,1789352.3283213885
35336,1801398.2809894881
35337,1552623.999125795
35338,1311531.16006432
35339,1231997.8705648715
35340,1192242.9578712252
35341,1186711.4307094286
35342,1186711.4307094286
35343,1186711.4307094286
35344,1250525.577127343
35345,1321571.666405057
35346,1444606.8547014212
35347,1446806.4640746433
35348,1487334.4026463204
35349,1427619.2994121627
35350,1350127.229107688
35351,1233629.5374299278
35352,1103882.5874754097
35353,1109894.0628508085
35354,1099110.4885763538
35355,1131585.0214050442
35356,1152981.2238676723
35357,1288941.454561627
35358,1583513.3460341045
35359,1709592.1756863957
35360,1681211.753282622
35361,1583040.113380848
35362,1341947.274319373
35363,1262413.9848199245
35364,1241252.2463783333
35365,1208134.7067669309
35366,1208134.7067669309
35367,1208134.7067669309
35368,1272389.7549039167
35369,1342045.2698769486
35370,1463438.380951486
35371,1448409.5554145547
35372,1442920.0615660092
35373,1386248.1920041973
35374,1280084.923620881
35375,1247901.776847765
35376,1120286.3199220495
35377,1126613.122939946
35378,1134528.913779212
35379,1151556.037456664
35380,1171349.45304184
35381,1290271.9518800904
35382,1602496.9605456209
35383,1774734.4032374225
35384,1920101.8665618747
35385,1710711.2375538498
35386,1627298.2247159537
35387,1470871.9080739547
35388,1340815.7429357371
35389,1256924.9970608382
35390,1248269.2511103866
35391,1248269.2511103866
35392,1343024.2315967213
35393,1429575.8656385015
35394,1637893.44698035
35395,1648510.4024520305
35396,1692626.8201427606
35397,1577525.6892807742
35398,1503736.926655132
35399,1416674.2459639618
35400,1204106.9738668685
35401,1188623.5512515234
35402,1234922.128024201
35403,1279892.1171996454
35404,1338351.2292150692
35405,1551215.028307944
35406,1803989.894149844
35407,2015841.0335744005
35408,1964742.9951083604
35409,1843074.0406296817
35410,1641334.0380379418
35411,1456930.7216460481
35412,1326039.5673915907
35413,1233493.0755662401
35414,1230053.280203117
35415,1230053.280203117
35416,1269614.1050561238
35417,1410013.5889418926
35418,1638792.557274961
35419,1777037.7703869129
35420,1854800.929045848
35421,1707144.8745886195
35422,1629271.1426738822
35423,1549955.0583051085
35424,1422242.1762588322
35425,1493097.0741555437
35426,1524910.2954633925
35427,1524910.2954633925
35428,1570007.7988352953
35429,1817943.0243046223
35430,2146169.6580319484
35431,2324340.581044977
35432,2134100.848124663
35433,1845464.312003606
35434,1605727.0324595007
35435,1393976.536333945
35436,1265156.7726493636
35437,1221957.657532507
35438,1221957.657532507
35439,1221957.657532507
35440,1258078.6870223908
35441,1393843.3134114086
35442,1603699.3015749985
35443,1766874.2954152678
35444,1757109.1445800369
35445,1653460.4202365382
35446,1594279.3225095142
35447,1461699.0206723292
35448,1295127.4121544913
35449,1284207.5123732635
35450,1330607.59785948
35451,1345856.67235822
35452,1441536.5459624142
35453,1586504.233483252
35454,1822138.439325152
35455,2031147.1010388248
35456,1970529.488473597
35457,1707712.9393236306
35458,1583401.7532960083
35459,1420206.1513002468
35460,1285036.5865855631
35461,1238761.8847171464
35462,1234018.427427067
35463,1234018.427427067
35464,1278549.2910004966
35465,1398615.1765270373
35466,1556410.5814820118
35467,1656560.7475615758
35468,1700677.1652523056
35469,1576196.4142346885
35470,1508579.9281188934
35471,1460043.9492152384
35472,1251512.1031692314
35473,1280707.6625606879
35474,1348946.2380247908
35475,1389814.7376576895
35476,1447468.589339869
35477,1589593.799149823
35478,1965285.2244658284
35479,2158951.061642295
35480,2146578.019731237
35481,1996565.3094028835
35482,1709526.407444534
35483,1620013.6893040584
35484,1413143.7018917166
35485,1313371.0172509993
35486,1297363.9973409404
35487,1274979.7119161384
35488,1349492.046740883
35489,1513662.4069274156
35490,1764797.798122909
35491,1865506.1578547275
35492,1894824.426665519
35493,1862108.709126114
35494,1810815.0964821856
35495,1675076.3489956115
35496,1541806.1829813747
35497,1535765.2634168037
35498,1535883.0594464738
35499,1610550.4481393823
35500,1613220.2625133286
35501,1852763.4590864438
35502,2134966.4627237446
35503,2152318.7068016487
35504,1995098.0850638123
35505,1708752.8210038329
35506,1504576.8595155538
35507,1331647.1989195594
35508,1276419.2493858086
35509,1227769.402328338
35510,1227769.402328338
35511,1227769.402328338
35512,1275922.7958872323
35513,1396800.8421135214
35514,1571905.9414616139
35515,1608036.9497877653
35516,1706212.4556637346
35517,1604131.7149525862
35518,1590828.257226265
35519,1467527.010571663
35520,1356705.7546803462
35521,1363136.0178753117
35522,1411944.0492009686
35523,1414786.5269118526
35524,1442215.848995309
35525,1542818.6461631232
35526,1861843.0488810278
35527,2009834.7299629375
35528,1999852.3183853743
35529,1739168.9352588858
35530,1534992.9737706063
35531,1362063.313174612
35532,1285080.0939620286
35533,1258185.5165833905
35534,1233523.131672069
35535,1233523.131672069
35536,1283723.5419302098
35537,1356818.8522663647
35538,1482776.7280400451
35539,1568024.9985952373
35540,1593365.2526250868
35541,1503131.3691529804
35542,1422311.7714647127
35543,1332187.2451296574
35544,1203276.5715169208
35545,1203209.4237710044
35546,1180013.7351617005
35547,1195438.0719617007
35548,1184382.813946876
35549,1317399.152266663
35550,1611971.0437391405
35551,1738049.8733914318
35552,1614631.069172246
35553,1448625.0866337786
35554,1303976.259656189
35555,1252678.4384781271
35556,1231971.9309097207
35557,1231316.4310483355
35558,1248611.9253024333
35559,1248611.9253024333
35560,1257907.2353645978
35561,1339315.625169645
35562,1444213.8571098235
35563,1484511.9098785368
35564,1482264.6254639893
35565,1358990.788903682
35566,1283168.3187610507
35567,1136999.1845674333
35568,1016480.9376781973
35569,1020924.1679744229
35570,1016485.3838932927
35571,1016485.3838932927
35572,1018164.7453210648
35573,1181213.080727905
35574,1401097.8645170052
35575,1454941.604544682
35576,1481229.5161594064
35577,1325242.0366364652
35578,1259693.7329046046
35579,1216058.4437015094
35580,1199201.6715445057
35581,1189733.8394327988
35582,1199134.5627983143
35583,1199134.5627983143
35584,1237952.8553363397
35585,1292861.0400231709
35586,1417788.1881419825
35587,1459385.1209269734
35588,1452429.6045685308
35589,1308017.7973360312
35590,1192380.982740282
35591,1046614.9028977405
35592,895520.9580146469
35593,895549.1094090384
35594,882505.7588704184
35595,896156.0591233498
35596,965485.0128562353
35597,1162804.7740781372
35598,1407641.0441734665
35599,1487640.260467101
35600,1580355.3854190637
35601,1575304.9340152368
35602,1414147.6073157308
35603,1324323.9660794889
35604,1254629.6536458363
35605,1220446.1694882675
35606,1220446.1694882675
35607,1227735.0762671987
35608,1272039.3584102849
35609,1408243.1828790926
35610,1631579.246984859
35611,1764527.8182547884
35612,1785038.9095891588
35613,1701076.1998760588
35614,1608126.1466258815
35615,1494800.0819519246
35616,1428797.7355203333
35617,1414439.0513209994
35618,1510946.5015451913
35619,1538106.0015451913
35620,1566155.4928429625
35621,1739555.149727506
35622,1994738.585036829
35623,2172909.5080498564
35624,2084779.5020646667
35625,1904064.4616316091
35626,1654658.3853763458
35627,1460216.923935786
35628,1317814.618421432
35629,1242201.6800802695
35630,1234018.427427067
35631,1234018.427427067
35632,1278549.2910004966
35633,1398615.1765270373
35634,1603243.4868070818
35635,1724912.3631135165
35636,1754736.2534375456
35637,1702525.1411869866
35638,1593381.7866599625
35639,1461493.892952016
35640,1331063.5725876384
35641,1393487.4478056175
35642,1413448.2511914577
35643,1442213.9203538331
35644,1562344.5493275807
35645,1722526.6057616612
35646,1962215.1269075447
35647,2160586.6861084495
35648,1977938.8656309051
35649,1658470.1510072458
35650,1417922.140744478
35651,1284344.721205039
35652,1255010.4778185799
35653,1211116.0475035873
35654,1211116.0475035873
35655,1211116.0475035873
35656,1264236.9299298255
35657,1335877.3469072115
35658,1486458.2131557865
35659,1560662.5252560377
35660,1596298.1202266598
35661,1509850.253392232
35662,1428379.2600859343
35663,1276853.316131082
35664,1141775.5007211422
35665,1157281.7725392913
35666,1169513.083468199
35667,1184937.4202681992
35668,1189306.499053375
35669,1348710.5768829477
35670,1637747.1274809493
35671,1796707.0435464894
35672,1700800.1657342128
35673,1507088.8736614147
35674,1304390.4205298107
35675,1259517.4161185431
35676,1232751.1941628405
35677,1221768.9350604299
35678,1221768.9350604299
35679,1221768.9350604299
35680,1257889.9645503135
35681,1326646.9712852756
35682,1419748.6390202371
35683,1439534.1121894908
35684,1449120.9867366287
35685,1368877.5762011292
35686,1272269.0512242988
35687,1149320.900312561
35688,1087641.154279882
35689,1083142.3017176834
35690,1097044.04398269
35691,1097388.4255009221
35692,1147063.060164558
35693,1255540.3424149142
35694,1524600.7665935694
35695,1665473.7026226139
35696,1704726.7104692683
35697,1536003.6552592083
35698,1377058.9804308014
35699,1315293.1773581603
35700,1278738.6536733476
35701,1240170.3821213315
35702,1240170.3821213315
35703,1240170.3821213315
35704,1290370.7923794724
35705,1361091.4015320414
35706,1492072.3644049498
35707,1550246.8042823481
35708,1611911.8591960473
35709,1519905.4230015848
35710,1439085.8253133176
35711,1363431.3460042423
35712,1257736.4290207815
35713,1237048.117356809
35714,1213852.4287475047
35715,1244045.6098931234
35716,1299809.8481805238
35717,1476330.1683727563
35718,1722667.286581785
35719,1843563.3366049766
35720,1875983.3934980924
35721,1695116.2557334108
35722,1512177.296222129
35723,1366335.8624402885
35724,1296641.550006636
35725,1262458.0658490672
35726,1264832.767032653
35727,1262458.0658490672
35728,1287996.0911958865
35729,1361091.4015320414
35730,1507146.3149608748
35731,1626010.4214672649
35732,1648391.2993901928
35733,1530832.253270881
35734,1478674.8664725777
35735,1377335.7689873658
35736,1174793.005915431
35737,1165461.737160264
35738,1155043.3774356474
35739,1155043.3774356474
35740,1159412.4562208229
35741,1317565.7594600394
35742,1612642.3621897404
35743,1777358.8280472
35744,1678651.0535836238
35745,1484939.7615108257
35746,1320004.2445959286
35747,1248836.4983665566
35748,1207751.2794503267
35749,1196769.020347916
35750,1196769.020347916
35751,1196769.020347916
35752,1232890.0498377997
35753,1309726.7764119906
35754,1431787.8094118107
35755,1474870.3341048807
35756,1462584.904641667
35757,1326443.4242160623
35758,1255546.5658268956
35759,1107457.6949261744
35760,947503.7902940679
35761,938078.4568852343
35762,983878.5152308195
35763,1019371.5515657052
35764,1026462.9396494163
35765,1167963.5925505413
35766,1393196.3285043482
35767,1471285.2502067527
35768,1485263.8780847467
35769,1343119.1907893023
35770,1279945.5882410277
35771,1236310.299037933
35772,1224081.4986534608
35773,1212334.0975233647
35774,1215270.8913927013
35775,1217074.8401883515
35776,1253276.021721758
35777,1326751.3744087797
35778,1448507.4045023024
35779,1480143.173929906
35780,1475485.7745922809
35781,1340194.419530706
35782,1228764.9709097752
35783,1122954.4436033778
35784,950701.0553988514
35785,1006145.2040780352
35786,1038439.0364710714
35787,1059477.1164169745
35788,1111887.2214471437
35789,1247218.5717242784
35790,1553005.800861354
35791,1696830.2282066233
35792,1678406.9830344594
35793,1578225.1845583515
35794,1360465.872791065
35795,1297333.2305469033
35796,1266478.4908211026
35797,1236222.5395552954
35798,1222584.06050611
35799,1236222.5395552954
35800,1275704.9429323482
35801,1348865.8562490758
35802,1494360.90036711
35803,1565353.024395369
35804,1600988.619365991
35805,1508275.2378516844
35806,1414892.6675869199
35807,1280049.3877862166
35808,1134288.0427241898
35809,1117914.0534185083
35810,1154046.7090272938
35811,1171073.832704746
35812,1190867.248289922
35813,1314451.9318751697
35814,1601874.0370657523
35815,1727144.78874612
35816,1661611.5983170285
35817,1489724.3926663245
35818,1330779.7178379176
35819,1251246.4283384695
35820,1226723.3160097096
35821,1204629.682260444
35822,1204629.682260444
35823,1204629.682260444
35824,1240750.7117503276
35825,1324876.3451034487
35826,1467955.687923646
35827,1500521.2052976592
35828,1574609.5758084245
35829,1474020.8425993724
35830,1384246.4775268948
35831,1247518.4107378982
35832,1123765.731405282
35833,1110388.973299083
35834,1109938.6691115203
35835,1117531.4893035328
35836,1121900.5680887087
35837,1259708.4441934158
35838,1521619.0820901762
35839,1633632.639115748
35840,1580901.9550176337
35841,1463676.0475323722
35842,1331819.5995181198
35843,1270053.7964454792
35844,1231124.5715770805
35845,1206999.8701632293
35846,1206999.8701632293
35847,1206999.8701632293
35848,1243120.899653113
35849,1315773.1039110017
35850,1408874.7716459627
35851,1425785.6591218896
35852,1439383.5476223407
35853,1359610.4533659976
35854,1259119.3539308344
35855,1163882.1447166444
35856,1110294.090819446
35857,1078503.701629524
35858,1073321.7836613085
35859,1076057.2540278418
35860,1080426.3328130178
35861,1232781.0769405724
35862,1505130.0628070398
35863,1638522.9595677084
35864,1607854.4059307459
35865,1513546.3046350353
35866,1356244.8716866826
35867,1282702.4242737247
35868,1233954.6733825281
35869,1228423.1462207315
35870,1228423.1462207315
35871,1228423.1462207315
35872,1262954.0097651011
35873,1336246.7073828937
35874,1427706.2978960276
35875,1440057.898539727
35876,1430176.5301586348
35877,1342169.8076803396
35878,1262826.1348578446
35879,1133477.820146523
35880,1018646.5176836384
35881,1035494.95218325
35882,1052763.084808267
35883,1052763.084808267
35884,1072508.8582948584
35885,1184740.0506955795
35886,1411774.6207665745
35887,1491383.9809477301
35888,1680659.408297765
35889,1638217.462775217
35890,1491480.8171012425
35891,1351512.59578266
35892,1299951.0230423757
35893,1260374.4379109843
35894,1253085.5311320531
35895,1253085.5311320531
35896,1285912.4632578036
35897,1384496.8986508958
35898,1533497.6793006689
35899,1613576.3951811523
35900,1627807.3285968995
35901,1525762.0226667204
35902,1464505.4798150908
35903,1400084.3956779307
35904,1173588.0490585275
35905,1186284.7496495806
35906,1261354.1818580849
35907,1380991.224254178
35908,1429023.853262833
35909,1592384.9524584329
35910,1831981.2055578968
35911,2027223.4258939
35912,1956470.3581492794
35913,1685123.5979091749
35914,1507379.048644442
35915,1364980.7774135652
35916,1258545.2991537857
35917,1215346.1840369296
35918,1215346.1840369296
35919,1215346.1840369296
35920,1258756.1203057445
35921,1359554.2784326514
35922,1526457.252196772
35923,1645731.9032296152
35924,1698378.532010483
35925,1555551.4686320946
35926,1456995.5866727182
35927,1362091.299468134
35928,1184900.542625069
35929,1164613.1749692962
35930,1161284.4329712493
35931,1161284.4329712493
35932,1165653.5117564253
35933,1308168.5807153014
35934,1595590.685905884
35935,1720861.4375862516
35936,1573578.7221775632
35937,1377950.7367219012
35938,1255686.195169114
35939,1212050.9059660197
35940,1203139.7686728798
35941,1200958.6262254338
35942,1200958.6262254338
35943,1200958.6262254338
35944,1230615.7262191386
35945,1294304.2342282953
35946,1421869.2579134726
35947,1454308.746296904
35948,1452260.9093035683
35949,1301058.1967300698
35950,1181538.807675988
35951,1027626.53319827
35952,856163.1728662534
35953,846791.0671682658
35954,850460.8398818279
35955,852257.9405338563
35956,852257.9405338563
35957,1016587.3316961008
35958,1247382.560163096
35959,1305623.9432374118
35960,1402192.1544669555
35961,1336173.5960112945
35962,1321122.4989579609
35963,1269013.914765277
35964,1243073.380634822
35965,1221629.535196798
35966,1221629.535196798
35967,1221629.535196798
35968,1273449.3055491587
35969,1377508.1711656395
35970,1555321.6099839867
35971,1642830.903554276
35972,1695477.532335144
35973,1568213.6088581579
35974,1524036.1921277386
35975,1451053.1550737023
35976,1364268.2405811206
35977,1424395.320459211
35978,1458515.8350832593
35979,1550596.972759236
35980,1595694.4761311384
35981,1840773.4595610942
35982,2154776.838297894
35983,2334524.144470459
35984,2213074.235316084
35985,2001721.3336323248
35986,1848889.6069000633
35987,1613917.0398092507
35988,1406603.9984530779
35989,1308271.031799661
35990,1292264.011889602
35991,1250250.228899565
35992,1328385.0413794857
35993,1420326.422992154
35994,1638515.5771374167
35995,1768227.0363566312
35996,1774268.0806650212
35997,1696943.245852307
35998,1583917.3168669501
35999,1457993.5745189018
36000,1327467.5389431193
36001,1349782.9851627017
36002,1372197.7116082634
36003,1411660.5567378525
36004,1457000.7999117987
36005,1584181.049842095
36006,1815149.0427722777
36007,1961422.7146913689
36008,1832614.5961267683
36009,1576088.4634166686
36010,1331819.5995181198
36011,1277342.7032244103
36012,1244113.2623150242
36013,1222669.4168770001
36014,1220638.3492124146
36015,1222669.4168770001
36016,1258790.4463668838
36017,1327805.4679800123
36018,1441068.0854747286
36019,1457542.1895488119
36020,1498070.128120489
36021,1443178.8652870262
36022,1380429.143142964
36023,1264533.9228715268
36024,1103167.4272141787
36025,1062815.9505878824
36026,1051280.6016702254
36027,1051280.6016702254
36028,1055649.6804554013
36029,1165870.6436009887
36030,1390169.7433054498
36031,1439789.8459597994
36032,1452309.0260773525
36033,1358973.8459960977
36034,1293425.5422642375
36035,1242127.7210861756
36036,1233954.6733825281
36037,1228423.1462207315
36038,1228423.1462207315
36039,1228423.1462207315
36040,1262954.0097651011
36041,1336246.7073828937
36042,1459899.6117247934
36043,1471814.4289666493
36044,1512342.3675383264
36045,1463712.1319329408
36046,1375157.5378606305
36047,1303243.2413550918
36048,1194045.0017831651
36049,1170393.384882096
36050,1145834.6428926724
36051,1176027.8240382907
36052,1178934.6063043254
36053,1359268.4534451053
36054,1672241.848912898
36055,1776485.5679554557
36056,1829079.440810157
36057,1673373.4065301265
36058,1524442.2563786549
36059,1360168.341733112
36060,1296284.6462489092
36061,1253085.5311320531
36062,1253085.5311320531
36063,1253085.5311320531
36064,1285912.4632578036
36065,1360374.612765479
36066,1533497.6793006689
36067,1625105.575759419
36068,1677752.2045402864
36069,1601394.76963016
36070,1573281.9071762098
36071,1451853.3003954468
36072,1284429.8689838182
36073,1333421.785204434
36074,1351983.5751105556
36075,1351983.5751105556
36076,1406987.9290855518
36077,1674595.8468939047
36078,1915214.0303711002
36079,2051411.183997389
36080,1936517.1485162498
36081,1662841.8822792345
36082,1479068.825316987
36083,1313773.2486875365
36084,1244078.9362538843
36085,1215346.1840369296
36086,1215346.1840369296
36087,1215346.1840369296
36088,1258756.1203057445
36089,1359554.2784326514
36090,1564940.635951947
36091,1702660.520238664
36092,1762760.6527322945
36093,1678797.943019194
36094,1569622.8678124659
36095,1473825.385100888
36096,1376279.5589884813
36097,1364171.79660507
36098,1447212.5860648472
36099,1481786.4491535095
36100,1509835.9404512802
36101,1674595.8468939047
36102,1932262.0424452322
36103,2125224.4839973873
36104,1958701.8337417878
36105,1742690.7625070023
36106,1640472.5435564509
36107,1454255.9895488713
36108,1323364.8352944138
36109,1230818.3434690628
36110,1230818.3434690628
36111,1230818.3434690628
36112,1275595.1189093986
36113,1403143.1974277543
36114,1611556.0736919008
36115,1756719.608423904
36116,1774601.6423436282
36117,1686826.7126256106
36118,1602139.1312722694
36119,1525733.2172851032
36120,1384346.0262055888
36121,1370455.147764938
36122,1371912.2377706594
36123,1398867.1004478848
36124,1413711.637505534
36125,1547616.7627001125
36126,1785598.8185674916
36127,2008604.2467055065
36128,1801087.1082168436
36129,1617493.2249506684
36130,1409880.2410836471
36131,1310399.380967448
36132,1243073.380634822
36133,1220299.2289742148
36134,1204629.682260444
36135,1204629.682260444
36136,1257750.5646866816
36137,1324876.3451034487
36138,1469823.7975693834
36139,1508940.5730159492
36140,1549468.5115876263
36141,1443919.708223817
36142,1360553.7345414846
36143,1219404.6120346854
36144,1045246.3383304185
36145,1036701.7928415668
36146,1072697.4308661865
36147,1083578.8127460107
36148,1087947.8915311866
36149,1239750.1960560377
36150,1501660.833952798
36151,1607911.6120354515
36152,1482094.3541230801
36153,1315614.666603942
36154,1243373.5171269258
36155,1216088.2925489438
36156,1196790.1736718407
36157,1222160.978532746
36158,1213524.1630393635
36159,1225097.7724020826
36160,1240396.1720110262
36161,1298341.6208112193
36162,1417007.9705169871
36163,1451399.2650780906
36164,1451234.6540606474
36165,1321812.8815895906
36166,1225061.2143123965
36167,1119943.0951352376
36168,948053.6962087458
36169,982126.129293191
36170,1002143.3053590072
36171,1024099.4265617406
36172,1028468.505346916
36173,1154852.1272688848
36174,1374736.911057985
36175,1433704.4716378492
36176,1402742.81257889
36177,1321242.676970047
36178,1248696.5245867334
36179,1219380.232344165
36180,1211207.1846405175
36181,1213410.611769352
36182,1211719.4338661563
36183,1210604.3464297247
36184,1241796.6869686046
36185,1312417.8235619082
36186,1398331.0267394367
36187,1409342.0012216796
36188,1409177.3902042364
36189,1309143.0657886963
36190,1205597.3945440766
36191,1078240.1678338086
36192,1002603.3487889525
36193,965231.6371232269
36194,1004937.3727826278
36195,1012763.9984957838
36196,1045144.778626216
36197,1150958.5043325569
36198,1468613.0460774833
36199,1463756.7106938777
36200,1560336.1337239286
36201,1435957.7925987933
36202,1350461.9182501822
36203,1280585.8476306903
36204,1231838.0967394942
36205,1226306.5695776977
36206,1226306.5695776977
36207,1226306.5695776977
36208,1274475.9121712525
36209,1341419.0375187905
36210,1463656.2475450174
36211,1527248.0045617777
36212,1567214.4887357815
36213,1473179.051675292
36214,1446418.5421722657
36215,1333365.9759398045
36216,1222075.3156785518
36217,1199128.7246827453
36218,1224213.2926733715
36219,1298439.4545572645
36220,1368722.3733332062
36221,1478815.007764211
36222,1743734.6572932275
36223,1971589.2028337521
36224,1963118.771648609
36225,1696782.1447749226
36226,1559312.1031522122
36227,1400603.5478656548
36228,1294168.0696058753
36229,1250968.9544890192
36230,1250968.9544890192
36231,1250968.9544890192
36232,1276506.9798358385
36233,1349602.290171993
36234,1554343.7840989751
36235,1628836.311922061
36236,1727011.8177980303
36237,1686581.2357449527
36238,1575731.3082176903
36239,1475555.6624959337
36240,1337060.19678848
36241,1342961.8766153164
36242,1364411.98834614
36243,1429333.6260221167
36244,1484542.617319888
36245,1654539.5736305355
36246,1895157.757107731
36247,1987571.7562642037
36248,1785926.4646793143
36249,1561434.4082234134
36250,1321176.5582781779
36251,1259410.7552055372
36252,1219151.2241145554
36253,1195026.5227007032
36254,1195026.5227007032
