,P70_model
35417,1363622.9092392998
35418,1569382.9104813046
35419,1637452.772070045
35420,1678164.765668081
35421,1658691.2552529275
35422,1540657.0336538712
35423,1393723.3814034292
35424,1406972.912008478
35425,1432673.9363265769
35426,1435331.1211867335
35427,1460937.8035263752
35428,1531235.17594364
35429,1792110.5417462804
35430,2111955.7744842395
35431,2222890.576067006
35432,1949490.0973117915
35433,1723624.1843860014
35434,1462376.5601609582
35435,1291337.110734425
35436,1191754.7238764747
35437,1147880.1701959337
35438,1141018.534826561
35439,1141018.534826561
35440,1174005.119189115
35441,1291962.12976801
35442,1479917.9072839331
35443,1605892.122238768
35444,1649187.5679148312
35445,1601420.9520763974
35446,1434547.5978300588
35447,1367121.5212107007
35448,1164750.267428922
35449,1174145.4129002523
35450,1228817.7876291
35451,1228289.0614220328
35452,1356417.8973818333
35453,1553648.6851821318
35454,1864714.6482911445
35455,1949551.8981229812
35456,1771487.44336652
35457,1608602.7525902502
35458,1404112.2643983741
35459,1302633.671934701
35460,1224668.808508791
35461,1173398.6132389852
35462,1150528.1983062755
35463,1150528.1983062755
35464,1189899.548069702
35465,1298496.2306696186
35466,1476952.450363691
35467,1561778.5113557405
35468,1582002.086342614
35469,1517130.5816722077
35470,1411755.7459951285
35471,1282011.3872826712
35472,1164750.267428922
35473,1174145.4129002523
35474,1227107.523111219
35475,1312512.9613941517
35476,1369349.7347135502
35477,1593018.5994280917
35478,1937458.1730961846
35479,2089023.9274348048
35480,1946854.3751941859
35481,1781261.7948619663
35482,1589160.0563496244
35483,1476600.8608014067
35484,1342117.9394739745
35485,1235240.7076290925
35486,1217326.1910347724
35487,1217326.1910347724
35488,1233205.624632122
35489,1442025.6900110673
35490,1619852.788084465
35491,1704955.9339950993
35492,1764446.6432116425
35493,1832004.8094545908
35494,1679922.4814442236
35495,1544143.2422820712
35496,1458593.0976293636
35497,1476790.6565040154
35498,1487571.2046306129
35499,1533876.3758715456
35500,1568355.124322269
35501,1804047.149049983
35502,2077556.5044016414
35503,2116543.5506698126
35504,1830933.0233540023
35505,1569444.701328653
35506,1362657.0506024733
35507,1240773.5491687045
35508,1197443.4432531414
35509,1157466.4668783285
35510,1145080.361676576
35511,1145080.361676576
35512,1188189.283551821
35513,1291924.4122879398
35514,1425693.9863401214
35515,1513951.9628451783
35516,1529928.4694471955
35517,1512524.2492863217
35518,1392615.719067188
35519,1351250.4737100787
35520,1194170.833910102
35521,1194950.5802292624
35522,1289975.160136606
35523,1317172.3985931356
35524,1383585.385726777
35525,1575327.7965114038
35526,1834948.3464014176
35527,1929711.0339252679
35528,1739158.8346543945
35529,1559893.8863321398
35530,1356196.318731199
35531,1267456.7054220554
35532,1223561.948343804
35533,1173384.5700414893
35534,1168253.2541088238
35535,1168253.2541088238
35536,1191051.0935417186
35537,1288268.643910232
35538,1397304.3248032178
35539,1421232.5052202744
35540,1429233.2699357197
35541,1431390.6581592453
35542,1315577.377959889
35543,1189375.6045990558
35544,1101165.735243495
35545,1046903.510457561
35546,1039132.0627749042
35547,1033409.8942961149
35548,1058742.7026659157
35549,1165139.1241482543
35550,1381353.5057802792
35551,1590186.3248084206
35552,1428619.1107815653
35553,1325990.3159455042
35554,1232051.4369701738
35555,1207531.581508934
35556,1197470.4898699042
35557,1186374.8606829639
35558,1180078.8254471496
35559,1183852.2313063
35560,1200361.2241641027
35561,1270294.1439870298
35562,1374507.244226539
35563,1378282.661467197
35564,1366562.381348738
35565,1310254.7213752444
35566,1204864.1396849582
35567,1053604.4919244929
35568,963650.800221462
35569,932773.6417562404
35570,914418.0730647397
35571,914418.0730647397
35572,916844.8457125615
35573,1084924.7923897705
35574,1267522.234271055
35575,1380042.3913305071
35576,1362526.4192527817
35577,1245372.0754129458
35578,1198312.8515949738
35579,1176786.8944664085
35580,1156138.6245491072
35581,1151401.4038743745
35582,1146066.663391218
35583,1144391.145652777
35584,1168334.2365777753
35585,1251460.1805487857
35586,1390717.3648790112
35587,1428665.7831047194
35588,1388258.146467537
35589,1297530.5289035896
35590,1118213.6945541115
35591,974561.4843947676
35592,875953.3484284092
35593,847399.1333226169
35594,852184.2229589872
35595,845166.3350010357
35596,875080.8313394625
35597,1081199.5683497335
35598,1267522.234271055
35599,1434175.7286971994
35600,1449737.5260581467
35601,1402641.8614613977
35602,1303241.0117811817
35603,1243091.1535330666
35604,1198582.1846384401
35605,1159784.0712426906
35606,1147397.9660409377
35607,1151135.5381527562
35608,1202243.3447672063
35609,1337519.5198300397
35610,1508169.3895353973
35611,1612692.085202289
35612,1655987.5308783522
35613,1609815.6981435688
35614,1521161.651353354
35615,1412531.8385698386
35616,1364990.043126475
35617,1405220.4072012892
35618,1451912.7558897417
35619,1451297.0399057418
35620,1485775.7883564648
35621,1740086.4796476993
35622,2077664.5028682393
35623,2160044.928491009
35624,1951248.4350419133
35625,1753844.726792694
35626,1480994.920649134
35627,1331534.0765460269
35628,1274695.3087607515
35629,1187281.8922388046
35630,1153211.993636122
35631,1153211.993636122
35632,1192583.3433995484
35633,1296318.4721356672
35634,1484274.2496515908
35635,1604555.3683147682
35636,1615766.90096683
35637,1602948.7256426222
35638,1512106.2234993193
35639,1368649.2947769256
35640,1238751.0729696746
35641,1337888.881822736
35642,1367209.5747185373
35643,1434044.1291301446
35644,1481708.540072754
35645,1691452.6313639884
35646,2008708.7886245288
35647,2084472.4902073
35648,1782200.568613178
35649,1485689.2539601447
35650,1312089.5433590151
35651,1225245.7213940672
35652,1190832.16638423
35653,1165016.2607309474
35654,1156725.277875469
35655,1158006.0025093504
35656,1186982.1601416138
35657,1271864.0977967144
35658,1440780.9042836744
35659,1497423.6535830894
35660,1480381.0671971776
35661,1440859.21157181
35662,1337365.9019446212
35663,1180934.2431223432
35664,1070030.796725186
35665,1057625.6595938592
35666,1052465.9807082736
35667,1051850.2647242737
35668,1118848.6348011545
35669,1300288.5421537687
35670,1577598.5325371446
35671,1640330.0745772999
35672,1571565.4158385545
35673,1342987.9149511876
35674,1232682.8111407654
35675,1210588.9769302146
35676,1188514.0672402373
35677,1177390.215668045
35678,1170379.957446448
35679,1170379.957446448
35680,1198559.5036621178
35681,1267971.111660636
35682,1378200.7667721882
35683,1373539.710235204
35684,1367301.883479081
35685,1311450.288283076
35686,1214936.2830184146
35687,1076397.894768799
35688,1024449.5727952344
35689,990035.2173288049
35690,1019937.2178122083
35691,997468.9996056309
35692,1033208.0554805218
35693,1168745.7430275679
35694,1322938.5536504746
35695,1522731.6476654732
35696,1519672.8910917938
35697,1407667.6575564765
35698,1295552.5861100443
35699,1265121.0502813933
35700,1228903.400698883
35701,1202726.8170517245
35702,1195716.5588301271
35703,1195716.5588301271
35704,1218514.3982630223
35705,1314246.160242319
35706,1423281.841135305
35707,1432563.1033039093
35708,1445201.871977408
35709,1446439.035234703
35710,1330625.7550353461
35711,1205555.6300185511
35712,1106506.825529193
35713,1057617.8063999722
35714,1091511.9204243943
35715,1119490.336992615
35716,1161926.2464411054
35717,1300131.4756864547
35718,1541057.7980389209
35719,1763532.152441394
35720,1726907.7981200423
35721,1513083.930166135
35722,1379282.0291032866
35723,1295552.5861100443
35724,1250385.2308277101
35725,1205731.155059577
35726,1193345.0498578246
35727,1193345.0498578246
35728,1218514.3982630223
35729,1315926.201001803
35730,1438150.8623111118
35731,1462176.0771752158
35732,1470176.8418906615
35733,1461308.0564105099
35734,1350822.603620516
35735,1193223.3389393927
35736,1054048.5607191334
35737,1041183.9323920432
35738,1039579.9662334892
35739,1076199.86978279
35740,1104632.542222139
35741,1273927.2654325026
35742,1584937.840862888
35743,1647669.3829030427
35744,1579597.176045414
35745,1337093.0895274873
35746,1237272.2954480234
35747,1210189.435885022
35748,1180067.6396693643
35749,1171495.3902443452
35750,1164485.1320227478
35751,1164485.1320227478
35752,1195764.9517265344
35753,1263131.5004946524
35754,1419589.7834737776
35755,1443061.2599770941
35756,1417418.0477955102
35757,1342470.1821285645
35758,1168799.5202899869
35759,1042561.0375806356
35760,902375.2468681319
35761,894293.0314033163
35762,883521.3825298069
35763,921690.2414725554
35764,924117.0141203773
35765,1088764.1466999692
35766,1279378.3379524425
35767,1391898.495011895
35768,1374382.522934169
35769,1246917.1386681711
35770,1212517.2432159241
35771,1192272.0107212407
35772,1171013.846735436
35773,1165781.5089567676
35774,1158771.2507351702
35775,1156041.2331573223
35776,1198092.7590574366
35777,1267218.8127161344
35778,1416652.0786077925
35779,1439569.551159147
35780,1404779.6329987238
35781,1331741.9371166723
35782,1171127.327620889
35783,1044888.8449115376
35784,951247.136598763
35785,952463.1429119468
35786,923087.2429770575
35787,1019046.8235579381
35788,1038497.0094328289
35789,1204330.4053512402
35790,1407431.9492245163
35791,1616264.7682526582
35792,1533794.4126046235
35793,1409851.4218101222
35794,1259374.2477085716
35795,1227194.4989836803
35796,1192780.9439738425
35797,1169856.84428056
35798,1162846.586058963
35799,1162846.586058963
35800,1189974.1212008526
35801,1276704.681346327
35802,1455704.5352085838
35803,1498923.119109016
35804,1481880.532723104
35805,1455695.0587983208
35806,1352201.749171132
35807,1191807.7381567934
35808,1063518.8312341624
35809,1046005.5299890658
35810,1032394.1046593618
35811,1030217.4238292945
35812,1044308.470077272
35813,1202670.1970273633
35814,1418884.578659387
35815,1627717.3976875285
35816,1514405.641291137
35817,1323418.5129957078
35818,1234119.6179336687
35819,1214106.121867086
35820,1178328.0084902744
35821,1154847.7202926865
35822,1151030.8942409996
35823,1152723.4067152804
35824,1186353.0503726378
35825,1260988.0188721912
35826,1414940.164912079
35827,1462622.6105797377
35828,1478214.2301566855
35829,1410260.3934903876
35830,1291376.2975207758
35831,1170363.4562551803
35832,1053759.5827462205
35833,1018942.3000146362
35834,998165.6204747078
35835,997636.8942676405
35836,1018893.1947258424
35837,1170625.8199627488
35838,1320527.1052545027
35839,1562028.4716564442
35840,1439147.0590614656
35841,1323418.5129957078
35842,1239129.78824957
35843,1217843.6939789045
35844,1176449.0662013425
35845,1156128.444926568
35846,1152723.4067152804
35847,1154847.7202926865
35848,1186353.0503726378
35849,1257250.4467603727
35850,1362072.2324257581
35851,1365844.2387364958
35852,1359606.4119803729
35853,1306062.0097309481
35854,1201894.7626413594
35855,1101540.2527005724
35856,1021566.78104649
35857,999847.114956036
35858,974810.7119960359
35859,952429.483566391
35860,976926.7773194583
35861,1130388.8146115046
35862,1280290.099903259
35863,1480083.193918257
35864,1413768.1624848046
35865,1335700.572393698
35866,1242215.2962130173
35867,1219054.5177069658
35868,1187832.0389180982
35869,1165701.27835976
35870,1165701.27835976
35871,1165701.27835976
35872,1193136.3700563204
35873,1263421.7623623323
35874,1355189.2455193254
35875,1344819.7943066831
35876,1333099.5141882242
35877,1274660.1779165685
35878,1144337.551529604
35879,1023267.8047720257
35880,947791.7300766965
35881,926903.9280104348
35882,895555.7896852454
35883,889920.6109833887
35884,896072.6076712476
35885,1076941.1773825341
35886,1233449.1606457382
35887,1359156.0460361773
35888,1474706.5396254137
35889,1404926.8567365387
35890,1309584.7319557301
35891,1257136.4477073343
35892,1219604.641684252
35893,1170719.8917831467
35894,1161606.4726911727
35895,1161606.4726911727
35896,1190513.3932081892
35897,1296687.937692746
35898,1403914.579864467
35899,1437945.1780933137
35900,1480713.2752401512
35901,1426693.5570444711
35902,1308554.8624295504
35903,1209354.5969256617
35904,1027443.9357577901
35905,1084421.768604081
35906,1113581.5977684057
35907,1272851.459831957
35908,1304684.471999081
35909,1560964.942169874
35910,1860634.004918034
35911,1972987.9280978164
35912,1743817.2247410526
35913,1515882.8099198178
35914,1352272.7402830736
35915,1280456.0497221234
35916,1186281.5323103396
35917,1142406.9786297984
35918,1137031.131649643
35919,1137031.131649643
35920,1172269.4997347982
35921,1281081.0687557077
35922,1431764.6363507183
35923,1513725.8657004859
35924,1565051.4114184715
35925,1497163.1417219387
35926,1343142.6977703427
35927,1230881.4981831769
35928,1037587.1860841747
35929,1011972.5322802877
35930,1046195.5777804046
35931,1004530.0160733247
35932,1021720.9263908507
35933,1183846.6002518008
35934,1400060.9818838246
35935,1608893.800911967
35936,1426952.5639990887
35937,1278378.3069386664
35938,1195282.5250915242
35939,1157717.2893792365
35940,1136459.125393432
35941,1132331.798787202
35942,1134007.3165256432
35943,1139761.3612614074
35944,1163932.8489514256
35945,1241723.7099628795
35946,1380303.846383298
35947,1417356.2541909257
35948,1375620.143670759
35949,1276843.854176646
35950,1099207.0605866518
35951,948431.2400175161
35952,832508.0045484795
35953,793133.4157145934
35954,777034.22149544
35955,807277.4780012392
35956,810662.6006084289
35957,943778.3385615184
35958,1152317.28845105
35959,1268562.669550539
35960,1265829.784735702
35961,1226585.5470641358
35962,1208094.9711983826
35963,1199280.958801773
35964,1181465.9536239787
35965,1144919.62395083
35966,1141029.5653598916
35967,1144767.13747171
35968,1178730.6177889705
35969,1282465.7465250888
35970,1465783.520082959
35971,1505952.585356698
35972,1566436.0891878526
35973,1497181.875259806
35974,1410994.1318217774
35975,1341664.1411906795
35976,1236407.5321004763
35977,1324057.457990739
35978,1405024.6726749334
35979,1417681.6089597524
35980,1499244.0375252876
35981,1789726.0022575243
35982,2080279.0505954828
35983,2191213.8521782504
35984,2004061.9069953505
35985,1836383.4666896253
35986,1678724.3159406078
35987,1458421.6722990777
35988,1323938.7509716458
35989,1217061.519126764
35990,1206157.2607540404
35991,1161635.0001493916
35992,1208246.80370451
35993,1353747.7346432486
35994,1528394.9730639784
35995,1617839.394785168
35996,1637400.675578373
35997,1571914.9687817148
35998,1410516.1367644893
35999,1346268.152930654
36000,1155738.7820765954
36001,1149260.5199404075
36002,1203557.0181696294
36003,1257918.739552562
36004,1272009.7858005397
36005,1484281.0689840412
36006,1795347.0320930541
36007,1880184.28192489
36008,1680416.4679023367
36009,1382145.0685947072
36010,1224399.449067384
36011,1201308.2663957104
36012,1178269.9007168806
36013,1137714.0750544416
36014,1139593.0173433735
36015,1137714.0750544416
36016,1168206.3408744799
36017,1249529.0315737878
36018,1350847.6355783276
36019,1368553.2327797548
36020,1380596.5091686053
36021,1344528.943602142
36022,1243406.8641160259
36023,1139578.4463807917
36024,1043798.5105935903
36025,978963.802264984
36026,953927.3993049841
36027,948292.2206031275
36028,962383.2668511048
36029,1064867.9143669049
36030,1237003.0010583526
36031,1319585.0596064287
36032,1302297.1566928122
36033,1246706.7460924701
36034,1227778.2324639272
36035,1211912.91673585
36036,1178169.9366994996
36037,1161564.0153964967
36038,1161564.0153964967
36039,1161564.0153964967
36040,1188999.1070930571
36041,1259284.499399069
36042,1356011.2464153266
36043,1370806.6794505797
36044,1391416.587827997
36045,1356884.4932196855
36046,1285490.527792548
36047,1142269.9986320678
36048,1073700.1839670332
36049,1018453.7386876547
36050,1037202.4934871788
36051,1070313.5579901112
36052,1084404.604238089
36053,1221165.7933925034
36054,1494272.0813284414
36055,1723446.96600577
36056,1663881.8955329927
36057,1472496.615944267
36058,1338017.1302288705
36059,1257136.4477073343
36060,1219604.641684252
36061,1166982.3196713282
36062,1161606.4726911727
36063,1161606.4726911727
36064,1190513.3932081892
36065,1279471.8595831823
36066,1403914.579864467
36067,1497628.8916341611
36068,1511608.9300466594
36069,1509249.1372566468
36070,1376420.107223218
36071,1312258.3273727759
36072,1191389.3423620223
36073,1284555.1270576294
36074,1287493.561681555
36075,1346764.0557541836
36076,1399263.1120129798
36077,1636830.6229214938
36078,1963615.332937883
36079,2002671.2065008052
36080,1743817.2247410526
36081,1515882.8099198178
36082,1306672.659003603
36083,1220306.1914740077
36084,1181205.0920255485
36085,1142406.9786297984
36086,1137031.131649643
36087,1137031.131649643
36088,1172269.4997347982
36089,1281081.0687557077
36090,1464398.842313578
36091,1595889.9598756058
36092,1639185.4055516687
36093,1587689.6148441783
36094,1483303.082140629
36095,1375540.8974487423
36096,1310422.323429038
36097,1368134.4231467831
36098,1409185.7153729766
36099,1409185.7153729766
36100,1435522.5657714254
36101,1697675.5654139733
36102,1970365.1226745138
36103,2046128.8242572846
36104,1823266.7680699292
36105,1675014.4905507818
36106,1456789.5896927088
36107,1342845.7794937757
36108,1250489.9778043267
36109,1171415.8613288312
36110,1157182.4732255575
36111,1157182.4732255575
36112,1192012.3989294448
36113,1323959.4442617274
36114,1489116.7175541953
36115,1629438.1694576314
36116,1670150.1630556674
36117,1650877.2612703796
36118,1526987.495365359
36119,1382575.8493144407
36120,1339203.559690476
36121,1384312.172556811
36122,1372411.0117449886
36123,1407190.4314791912
36124,1385973.331785899
36125,1571713.1656167533
36126,1841698.949961925
36127,1926536.1997937611
36128,1700420.4312437302
36129,1454072.276661447
36130,1285110.5700183709
36131,1208751.0577843813
36132,1182122.0402099774
36133,1140080.4261583213
36134,1141959.3684472532
36135,1141959.3684472532
36136,1169086.9035891425
36137,1246818.9423928764
36138,1400771.088432764
36139,1447002.5131590443
36140,1455209.8251217203
36141,1388583.2299167754
36142,1261611.031483903
36143,1133174.2862834556
36144,1030579.0139184735
36145,994809.6279457055
36146,992263.7129088722
36147,991734.9867018049
36148,1029046.0066101069
36149,1187079.599652753
36150,1369834.8987447764
36151,1520719.2595094056
36152,1344236.6661378494
36153,1202476.7191379066
36154,1178904.4616704588
36155,1159302.3341571884
36156,1138654.0642398868
36157,1135592.3613035951
36158,1132522.1564067632
36159,1142060.6290251424
36160,1167677.0806240174
36161,1240694.9987999639
36162,1380880.3610079512
36163,1407390.482449529
36164,1380898.27011269
36165,1288228.4069106786
36166,1149590.4152874353
36167,1018360.9471857029
36168,927106.1807411421
36169,922829.5906414359
36170,895741.1757363183
36171,965657.3221646191
36172,984258.0333098064
36173,1110081.1535763403
36174,1265470.1905399999
36175,1348052.2490880764
36176,1305823.1900245803
36177,1203808.1923026568
36178,1178356.9925462771
36179,1162326.319796219
36180,1150757.2436009643
36181,1127911.587951115
36182,1128521.482019618
36183,1127911.587951115
36184,1169517.7936620153
36185,1241617.084428875
36186,1338392.304533963
36187,1330836.438520991
36188,1309460.767010607
36189,1251537.6356099637
36190,1139937.4189709984
36191,1007877.8374126458
36192,920102.7925329625
36193,898879.5431119591
36194,900207.6673166287
36195,898297.7126548091
36196,979108.4074981174
36197,1065637.8176782276
36198,1251700.4563809673
36199,1363479.7897601149
36200,1405762.7988748106
36201,1306116.603460278
36202,1238847.936561077
36203,1215687.1580550254
36204,1194209.428481671
36205,1161981.3719517
36206,1161981.3719517
36207,1161981.3719517
36208,1188431.4449907795
36209,1263791.9748222104
36210,1371747.3718543383
36211,1411796.7991756191
36212,1418942.9714362281
36213,1416717.6504021129
36214,1309151.97133133
36215,1166634.5665852656
36216,1077144.2999369027
36217,1094917.9226605112
36218,1094149.874989426
36219,1144988.5307611208
36220,1261875.6045990987
36221,1491232.325980815
36222,1761218.1103259872
36223,1846055.360157824
36224,1712703.1126378851
36225,1535093.5688521552
36226,1411138.8525562128
36227,1312570.4242587138
36228,1220374.544995575
36229,1167752.222982651
36230,1160890.5876132785
36231,1160890.5876132785
36232,1187545.7244076936
36233,1279549.6577003072
36234,1430689.5874254645
36235,1531989.1413942813
36236,1547965.6479962987
36237,1543022.403128259
36238,1455915.5542798662
36239,1329642.8693756748
36240,1296507.8170810319
36241,1359565.7601986243
36242,1383170.238914222
36243,1396355.9014061084
36244,1422692.7518045572
36245,1647129.0789886655
36246,1964385.2362492061
36247,1973757.831409139
36248,1696535.814258806
36249,1380626.8027136624
36250,1221076.0947853306
36251,1196052.4284028471
36252,1158395.3727371036
36253,1138074.7514623287
36254,1141824.3934625192
36255,1141824.3934625192
36256,1170913.112849266
36257,1241810.509237001
36258,1399500.227388707
36259,1457584.301870446
