,P40_model
35331,1059108.907531372
35332,1070715.732125323
35333,1131574.6991652658
35334,1431643.8240609786
35335,1555532.7387565472
35336,1437553.3085494225
35337,1298120.7826474404
35338,1137056.057911799
35339,1128564.7902637713
35340,1124692.6245834653
35341,1100644.3195764956
35342,1089032.2664809988
35343,1089032.2664809988
35344,1102449.917444539
35345,1175229.909936149
35346,1292761.8224477496
35347,1354285.4540712887
35348,1344679.5009999017
35349,1274420.3577043198
35350,1136816.5149324408
35351,1019333.8406424181
35352,975902.3049017104
35353,930872.8544772891
35354,917588.5119228843
35355,939161.8859395669
35356,966254.3265775485
35357,1032320.7964697403
35358,1334472.8686313378
35359,1446675.177107286
35360,1426925.7845491532
35361,1333074.0078302824
35362,1178712.7720703068
35363,1174121.0358794113
35364,1173614.1429914632
35365,1144097.963628865
35366,1120214.119299514
35367,1120214.119299514
35368,1128294.6788232387
35369,1194070.3902853471
35370,1294625.0440839846
35371,1311715.8312723616
35372,1333472.810354288
35373,1263737.1248042074
35374,1108726.721414997
35375,1033586.5372220587
35376,1002555.9218232896
35377,949746.5426413917
35378,947089.9597074152
35379,975594.757494757
35380,1030514.5224983109
35381,1099786.920182246
35382,1385137.9365768621
35383,1509026.8512724303
35384,1578199.4119103372
35385,1484041.0645077138
35386,1388341.233632921
35387,1316918.9747013904
35388,1249335.4317946064
35389,1168507.647064383
35390,1140034.2688709851
35391,1140034.2688709851
35392,1169138.4952361062
35393,1271121.468484542
35394,1426503.4367670512
35395,1481122.427163066
35396,1468716.9702483716
35397,1376012.6089937391
35398,1262510.3106263846
35399,1149171.3963710757
35400,1112630.796588326
35401,1094607.0174290722
35402,1091522.1229619896
35403,1138308.8967281892
35404,1182523.8649706442
35405,1310019.2121028013
35406,1553598.4767392722
35407,1651685.3161516823
35408,1704745.6897297713
35409,1490046.8071293018
35410,1394425.7421796673
35411,1284885.7937543264
35412,1210756.6835812835
35413,1129966.6821322294
35414,1111218.3814338462
35415,1111218.3814338462
35416,1144173.3858149468
35417,1290327.3976917558
35418,1539234.2587285957
35419,1641233.9004435812
35420,1673808.3192244407
35421,1609189.2929880403
35422,1488362.724059419
35423,1383238.742099095
35424,1333580.129230596
35425,1356017.6420151896
35426,1387973.201480249
35427,1424234.4061336028
35428,1456852.4909603936
35429,1658098.1552213002
35430,1940718.963133459
35431,2024319.6137353547
35432,1731466.9565514817
35433,1520304.226282166
35434,1336731.2665385322
35435,1211763.132734148
35436,1148387.8436488735
35437,1118975.4419830434
35438,1107363.3888875463
35439,1107363.3888875463
35440,1123200.0256397724
35441,1221232.6087694245
35442,1479147.1834327148
35443,1584779.976596446
35444,1617577.226894464
35445,1552011.1337909044
35446,1392664.8300778235
35447,1224616.567951063
35448,1154584.6941735656
35449,1164521.7873425712
35450,1197685.1947913456
35451,1196794.2005923197
35452,1280944.6617910496
35453,1360506.549186494
35454,1598777.1995559793
35455,1672978.2902914062
35456,1704179.4813126877
35457,1479608.5799987412
35458,1326150.508989236
35459,1223775.070391582
35460,1164237.8140400483
35461,1127564.7278452322
35462,1115952.674749735
35463,1115952.674749735
35464,1131789.3115019612
35465,1228456.827548524
35466,1457571.9620205057
35467,1546088.8557592928
35468,1548896.3909913478
35469,1441889.1126721008
35470,1309386.623594502
35471,1186929.326007735
35472,1147054.8806086974
35473,1132818.5148145715
35474,1197685.1947913456
35475,1196794.2005923197
35476,1283149.1448852944
35477,1427838.8010777503
35478,1743388.7228988234
35479,1843525.266111609
35480,1722712.3743660848
35481,1654331.0735099309
35482,1480103.716077925
35483,1378634.427589344
35484,1291005.779164003
35485,1171478.235412782
35486,1157640.5843305534
35487,1157640.5843305534
35488,1175338.156249163
35489,1354879.317153561
35490,1622747.2000432988
35491,1763377.6314564315
35492,1738110.5073467828
35493,1674499.9254377973
35494,1601018.435665615
35495,1480221.6300567426
35496,1440432.8425778844
35497,1438582.502199194
35498,1434581.542759949
35499,1474984.7885609234
35500,1491678.8164722521
35501,1637440.4925602868
35502,1924034.3994306268
35503,1956923.571446497
35504,1696274.9372241122
35505,1466236.8680038957
35506,1292605.6838803447
35507,1165484.8846220265
35508,1155101.2846220268
35509,1127197.70912516
35510,1115585.6560296628
35511,1115585.6560296628
35512,1130617.396295254
35513,1220825.4177697946
35514,1415416.4541881108
35515,1473917.3959072432
35516,1461511.9389925487
35517,1441759.2916169357
35518,1282058.7061982998
35519,1209660.6224283618
35520,1205731.2103713646
35521,1213222.8597672067
35522,1255357.9648371285
35523,1257722.3597165407
35524,1320822.2353113487
35525,1403216.3240958662
35526,1602427.0555126378
35527,1684833.4831139857
35528,1692131.4771641835
35529,1478141.1193073501
35530,1278085.4041701339
35531,1197249.0846314766
35532,1186865.484631477
35533,1152987.1418910336
35534,1129103.297561682
35535,1129103.297561682
35536,1137690.7499733549
35537,1204380.5330313388
35538,1351392.320245571
35539,1392857.6879778388
35540,1407854.9959362345
35541,1352597.4351949776
35542,1166176.244059953
35543,1062877.0689827944
35544,1029388.1584670478
35545,1004344.0252643654
35546,976743.9920394558
35547,974590.90643571
35548,971025.463682604
35549,1035484.0112258379
35550,1307548.7206874352
35551,1449838.391863383
35552,1367973.5467859122
35553,1241467.9768996486
35554,1188515.9075422925
35555,1180431.110628392
35556,1174150.707181152
35557,1137564.53959928
35558,1130543.6613788556
35559,1133468.0484526954
35560,1131405.0667393734
35561,1204400.2345824742
35562,1298985.9569229519
35563,1308963.3545394384
35564,1289464.35659497
35565,1242969.7218230246
35566,1122002.0942534995
35567,978416.9402563925
35568,921548.0415432368
35569,871452.0147450016
35570,867520.8160425463
35571,867520.8160425463
35572,882716.1996238505
35573,982492.4849628616
35574,1241356.9318989124
35575,1350447.6807362975
35576,1295929.8184454374
35577,1174839.6300837914
35578,1156394.4971537648
35579,1144944.4274475065
35580,1138664.0240002663
35581,1117233.2287357452
35582,1111856.913501477
35583,1105621.175640248
35584,1121414.1263764715
35585,1204607.1224111856
35586,1350688.6851706898
35587,1378107.1977003196
35588,1339935.5209100915
35589,1258297.2932167288
35590,1108599.3297918474
35591,938044.1679311343
35592,851932.790268224
35593,808822.4237424601
35594,807156.2195832523
35595,806265.2253842264
35596,848603.0326287359
35597,975365.4547251443
35598,1242130.4016611953
35599,1373862.3367059238
35600,1379583.519446791
35601,1328616.2916516883
35602,1220543.2560013223
35603,1167551.5669160474
35604,1157167.9669160477
35605,1129264.3914191804
35606,1117652.3383236832
35607,1119266.4276257341
35608,1146559.2812603742
35609,1273684.6408763877
35610,1502237.9639734193
35611,1584527.8671920858
35612,1619368.0637117433
35613,1617572.5033577173
35614,1496745.934429096
35615,1354464.0903630601
35616,1304623.822813468
35617,1296855.3388879746
35618,1319289.3159010394
35619,1356805.1969017752
35620,1417118.9636654842
35621,1554911.9055118363
35622,1860361.2282646985
35623,1891488.6537067113
35624,1729156.4353616673
35625,1606979.2946707883
35626,1404212.314599706
35627,1249803.6187410334
35628,1208153.8337808733
35629,1141262.080721231
35630,1122513.7800228477
35631,1122513.7800228477
35632,1135103.0643779603
35633,1231869.9058069708
35634,1479835.452425729
35635,1567616.820517486
35636,1577034.1395421969
35637,1559387.895007717
35638,1400041.591294636
35639,1322725.286968273
35640,1201545.615317014
35641,1264634.536717523
35642,1249331.159371752
35643,1301637.1662032625
35644,1361934.3964243534
35645,1490002.9476547607
35646,1722619.5317084158
35647,1837086.013488857
35648,1673126.0749203528
35649,1402875.0153350148
35650,1220190.4218669592
35651,1156815.1327816842
35652,1156815.1327816842
35653,1125039.3916045113
35654,1113427.338509014
35655,1113427.338509014
35656,1131798.186621232
35657,1207613.1809884154
35658,1407875.5321827107
35659,1469012.7394231176
35660,1457937.3068789789
35661,1398647.5795597872
35662,1202258.1611078181
35663,1071932.598224075
35664,1021162.3923375461
35665,977725.2838122471
35666,991593.3401502118
35667,1049187.553707846
35668,1089554.6347821767
35669,1156462.5878025733
35670,1455816.8843716641
35671,1579705.7990672328
35672,1440460.9164127468
35673,1286581.2387660441
35674,1157251.138727586
35675,1153378.97304728
35676,1153378.97304728
35677,1125475.3975504132
35678,1113863.344454916
35679,1113863.344454916
35680,1127280.9954184562
35681,1198795.246209425
35682,1295399.6837831389
35683,1308383.7532114177
35684,1318420.7190909274
35685,1259968.9463359183
35686,1124255.5336239543
35687,1000622.0893989345
35688,967473.0812847763
35689,915854.8359455878
35690,924468.7418887094
35691,932568.4862849637
35692,929003.0435318574
35693,1012644.8074059357
35694,1231170.775472111
35695,1331046.2773094967
35696,1419861.7198469338
35697,1318027.900408767
35698,1198458.5603396613
35699,1188074.9603396617
35700,1187568.0674517136
35701,1154196.6175992184
35702,1130312.7732698668
35703,1130312.7732698668
35704,1138900.2256815396
35705,1205590.0087395236
35706,1352601.7959537557
35707,1398103.6854661512
35708,1413626.0268815467
35709,1364850.0820353338
35710,1178428.8909003087
35711,1075129.7158231502
35712,1082326.4634135745
35713,1037934.4158672646
35714,1078690.5555244752
35715,1091724.1918150093
35716,1108759.6174032497
35717,1165788.3092405244
35718,1426337.980195563
35719,1528956.2948911316
35720,1556046.7684190015
35721,1426210.0162894356
35722,1279294.8798783186
35723,1200108.983250477
35724,1189725.3832504773
35725,1156353.933397982
35726,1132470.0890686305
35727,1132470.0890686305
35728,1140550.6485923552
35729,1216149.9347939133
35730,1364400.7383662676
35731,1425271.0458439654
35732,1418357.0538023612
35733,1364292.6072615758
35734,1177871.4161265506
35735,1061021.1285800352
35736,1043207.3465768272
35737,1051920.9746309833
35738,1058490.0324089085
35739,1068849.532408908
35740,1082769.3543917723
35741,1160224.8903665496
35742,1459579.1869356404
35743,1583468.101631209
35744,1455519.126851416
35745,1286934.0729004072
35746,1157603.9728619496
35747,1157603.9728619496
35748,1146153.9031556912
35749,1125828.2316847763
35750,1114216.178589279
35751,1114216.178589279
35752,1130052.8153415052
35753,1208125.8860869433
35754,1351898.1608788746
35755,1379953.2843450168
35756,1356215.2142983638
35757,1292921.1888576224
35758,1126480.133609699
35759,1002960.5374425248
35760,870916.6363054112
35761,853814.493351674
35762,841966.5550385778
35763,867590.4802987658
35764,882785.86388007
35765,975664.9657542646
35766,1242429.9126903159
35767,1332655.5615277009
35768,1297139.2941536221
35769,1167139.602648402
35770,1157603.9728619496
35771,1146153.9031556912
35772,1139873.499708451
35773,1118399.0184279277
35774,1106786.9653324306
35775,1106786.9653324306
35776,1130052.8153415052
35777,1204253.7204066373
35778,1351898.1608788746
35779,1379953.2843450168
35780,1347254.5579386333
35781,1292921.1888576224
35782,1126480.133609699
35783,999056.0344425245
35784,911416.8397329348
35785,887472.3958654158
35786,878583.0688122931
35787,920005.5009007928
35788,944178.1528836574
35789,1057866.12806414
35790,1338519.6168199403
35791,1454277.7290773517
35792,1443591.2245323302
35793,1294260.4019067201
35794,1176897.0760055233
35795,1157603.9728619496
35796,1157603.9728619496
35797,1125828.2316847763
35798,1114216.178589279
35799,1114216.178589279
35800,1133924.9810218113
35801,1209739.9753889942
35802,1410002.32658329
35803,1476240.294388671
35804,1461931.9301957819
35805,1402642.2028765907
35806,1206252.7844246216
35807,1075927.2215408785
35808,1017432.7792490087
35809,969796.4390219406
35810,988857.1169677798
35811,987966.1227687539
35812,998687.9092367504
35813,1119148.0751378
35814,1456686.1375717847
35815,1529059.990997025
35816,1430140.842448453
35817,1239583.2075954345
35818,1163394.7339544287
35819,1153011.133954429
35820,1149138.968274123
35821,1125090.6632671528
35822,1113478.6101716561
35823,1113478.6101716561
35824,1127977.292603568
35825,1207316.1050496476
35826,1363825.2211172353
35827,1443743.5699717444
35828,1440731.987924236
35829,1376083.5799410867
35830,1199496.929267823
35831,1089779.9534239739
35832,1002813.9966721847
35833,944978.9670012796
35834,929406.1306186612
35835,928515.1364196353
35836,939236.9228876318
35837,1037783.7209275094
35838,1270312.9691681592
35839,1370188.4710055448
35840,1362299.5484297085
35841,1239583.2075954345
35842,1163394.7339544287
35843,1153011.133954429
35844,1149138.968274123
35845,1125090.6632671528
35846,1113478.6101716561
35847,1113478.6101716561
35848,1126896.2611351963
35849,1198062.1643247553
35850,1295361.0992558727
35851,1319090.873972188
35852,1325489.8012421574
35853,1257031.8467548918
35854,1126440.2734222328
35855,1002806.8291972128
35856,941596.5621989883
35857,924747.2198976106
35858,898364.1773432053
35859,906463.9217394595
35860,902013.4408603985
35861,974164.4270834352
35862,1205789.09514961
35863,1305664.5969869955
35864,1354197.681799549
35865,1252440.8701674982
35866,1176591.4873558253
35867,1176591.4873558253
35868,1176084.5944678772
35869,1146568.4151052786
35870,1122684.5707759275
35871,1122684.5707759275
35872,1130765.1302996522
35873,1194926.7524597098
35874,1289703.9266801383
35875,1291891.8051741603
35876,1281313.2115233215
35877,1235098.457896722
35878,1096710.8467065017
35879,989180.5984587285
35880,900546.8977148951
35881,874054.4236273661
35882,847671.381072961
35883,853418.7954692151
35884,851128.9143145488
35885,944679.689601297
35886,1185403.7284537635
35887,1285279.2302911486
35888,1389670.5996972362
35889,1333138.797755951
35890,1247859.8203244817
35891,1195774.4336486892
35892,1176481.3305051154
35893,1148579.2404445682
35894,1123081.3068131658
35895,1123081.3068131658
35896,1132775.9556389414
35897,1209384.898811526
35898,1367280.1447861143
35899,1416397.096919459
35900,1437372.6926192825
35901,1350706.2455720871
35902,1169359.7856090672
35903,1144401.7878167364
35904,1081649.055591765
35905,1048374.4812600269
35906,1092076.3605591443
35907,1142029.5950610412
35908,1223320.064015447
35909,1373205.0365037161
35910,1641485.775173762
35911,1711707.1010545287
35912,1630482.8515943282
35913,1408055.2167313544
35914,1267207.3923758077
35915,1185904.4679527495
35916,1134918.6010879234
35917,1110870.2960809532
35918,1099258.2429854565
35919,1099258.2429854565
35920,1116708.9690397335
35921,1206581.8956010758
35922,1416731.696010549
35923,1507831.8362523231
35924,1525219.996419252
35925,1401626.9911137223
35926,1201280.3404404586
35927,1133102.4376695026
35928,1048694.0898352235
35929,1044148.0552380299
35930,1040600.7645802752
35931,1039709.7703812493
35932,1053629.5923641138
35933,1142648.7765658011
35934,1442003.073134892
35935,1463358.5607106271
35936,1352118.5456482337
35937,1185056.4977392023
35938,1134918.6010879234
35939,1123468.5313816655
35940,1123468.5313816655
35941,1107041.8164166494
35942,1101665.5011823813
35943,1104589.888256221
35944,1111222.7140573766
35945,1186638.149233832
35946,1333666.0304786502
35947,1368195.3062654925
35948,1331783.3372922305
35949,1242516.2389776951
35950,1086419.099110568
35951,924062.0053575599
35952,810776.7754071819
35953,763161.5640709643
35954,751144.1525966703
35955,752445.0717359844
35956,778353.4920057791
35957,884517.7826895626
35958,1113813.1946595164
35959,1209375.6402547616
35960,1226427.5634640767
35961,1153142.7860786435
35962,1134697.653148617
35963,1134697.653148617
35964,1134697.653148617
35965,1110649.3481416472
35966,1099037.29504615
35967,1100651.3843482009
35968,1116488.021100427
35969,1206360.9476617689
35970,1426473.822928647
35971,1506917.2735299503
35972,1524305.4336968786
35973,1429963.3983913497
35974,1316418.8032050491
35975,1222919.608755289
35976,1212262.7264455445
35977,1243172.791734179
35978,1286147.0396062906
35979,1343897.870607027
35980,1411575.5153359056
35981,1635560.762470992
35982,1904450.5613239214
35983,1984226.8613443063
35984,1790264.40233526
35985,1696782.7125522653
35986,1474242.7654837365
35987,1376173.5587274786
35988,1266633.6103021377
35989,1156176.9450112474
35990,1142339.2939290192
35991,1123911.622636939
35992,1153590.6239638177
35993,1288211.065779467
35994,1515361.799115788
35995,1571896.4419515142
35996,1619276.3434105304
35997,1547491.0746736347
35998,1393266.6103398593
35999,1225218.3482130987
36000,1112956.4060630165
36001,1120636.8036816786
36002,1137179.1365232544
36003,1202467.1650442288
36004,1218125.6061340456
36005,1334772.410037991
36006,1617858.4576776272
36007,1641878.7494988716
36008,1468260.0755439578
36009,1300577.5357794608
36010,1153637.9221578275
36011,1134344.8190142538
36012,1134344.8190142538
36013,1106424.3483269776
36014,1094812.2952314808
36015,1094812.2952314808
36016,1112102.111875327
36017,1181009.938686631
36018,1292708.9726787382
36019,1355589.1940211512
36020,1359245.963333276
36021,1292236.0607222877
36022,1158753.1011922294
36023,1049132.6327883066
36024,971740.8173202478
36025,926711.3668958268
36026,900328.324341422
36027,898175.2387376761
36028,894609.7959845698
36029,966760.7822076066
36030,1181474.4035991817
36031,1246727.2179756754
36032,1242388.14459819
36033,1169416.5137234454
36034,1165168.640626329
36035,1164661.747738381
36036,1157083.843712429
36037,1135145.5683757828
36038,1111261.7240464317
36039,1111261.7240464317
36040,1119342.2835701564
36041,1183503.905730214
36042,1286333.9687610953
36043,1336509.2389525769
36044,1352522.4254509716
36045,1309616.023272944
36046,1152106.3073667365
36047,1054826.6258309416
36048,1017704.8326984056
36049,978909.3285547327
36050,1025801.4330541482
36051,1028595.5337620459
36052,1025030.0910089397
36053,1101669.192395646
36054,1366033.3358786844
36055,1503209.9976539249
36056,1465687.9368647565
36057,1393090.5274226407
36058,1280111.6138083758
36059,1186112.1666807183
36060,1166819.0635371446
36061,1137302.8841745465
36062,1113419.0398451954
36063,1113419.0398451954
36064,1123113.688670971
36065,1196750.5379690689
36066,1357258.3894285767
36067,1451536.896972127
36068,1460019.5713972363
36069,1431525.7811175736
36070,1297736.328987242
36071,1183268.15516894
36072,1192620.0363156504
36073,1211125.3233922685
36074,1204071.5673401868
36075,1257268.5683707232
36076,1282343.710282052
36077,1462547.338616948
36078,1733275.3805606035
36079,1792019.4155006523
36080,1629205.7933977982
36081,1406778.1585348244
36082,1221061.5867459457
36083,1144025.1428913933
36084,1133641.5428913936
36085,1109593.2378844235
36086,1097981.1847889267
36087,1097981.1847889267
36088,1115431.9108432038
36089,1205304.8374045456
36090,1442198.1019981827
36091,1571867.40021199
36092,1611838.14061056
36093,1544229.1012853605
36094,1384882.79757228
36095,1335621.6569728514
36096,1258744.276108884
36097,1257529.6745910149
36098,1291227.8019994474
36099,1335357.0830001836
36100,1352051.1109115123
36101,1496330.7923242091
36102,1754518.3061259831
36103,1827989.5663855986
36104,1690351.4606041699
36105,1467407.9361122102
36106,1353150.1169431848
36107,1265521.4685178436
36108,1196607.9663152343
36109,1130091.5646686142
36110,1113889.9777090712
36111,1113889.9777090712
36112,1135388.765207758
36113,1253256.2740787875
36114,1480752.4078302688
36115,1566583.8171768712
36116,1641313.030122773
36117,1597130.126600242
36118,1476303.5576716212
36119,1330338.0739377325
36120,1274393.4365277546
36121,1284084.3616418494
36122,1269353.600182283
36123,1276843.7199832571
36124,1293537.7478945858
36125,1405762.0164549036
36126,1627120.7841249497
36127,1654515.1834537252
36128,1478063.420739917
36129,1330130.5696362522
36130,1200759.5286158489
36131,1137384.2395305743
36132,1137384.2395305743
36133,1109463.768843298
36134,1097851.7157478014
36135,1097851.7157478014
36136,1117560.5181803335
36137,1193027.1649461072
36138,1352966.6530388447
36139,1429688.851443323
36140,1431051.482794664
36141,1340204.3577636078
36142,1174568.163992156
36143,1030011.993688248
36144,962145.2953013121
36145,920609.8733604839
36146,918135.7369778657
36147,917244.7427788398
36148,940837.5092774417
36149,1063703.7341957076
36150,1295995.956866434
36151,1358195.1931417454
36152,1276705.82323683
36153,1136183.4351826636
36154,1133159.2397159047
36155,1125581.3356899528
36156,1125581.3356899528
36157,1106973.249910386
36158,1104718.0357766447
36159,1107642.4228504845
36160,1111997.5640453496
36161,1187412.999221806
36162,1337619.4313638634
36163,1361514.172662406
36164,1337178.9217836848
36165,1267890.353075188
36166,1096647.330863957
36167,981488.022583184
36168,884508.174007203
36169,854688.0566285134
36170,843859.2334677363
36171,878800.0496611921
36172,890406.8742551435
36173,987345.7499460628
36174,1226315.4815121123
36175,1294169.4236191674
36176,1241439.547005136
36177,1135709.0546418396
36178,1132684.8591750807
36179,1125106.9551491288
36180,1125106.9551491288
36181,1108636.554168111
36182,1097024.5010726142
36183,1097024.5010726142
36184,1110442.1520361544
36185,1179298.7672581405
36186,1281264.7452995668
36187,1289960.1748159993
36188,1269820.186349123
36189,1224368.8400606944
36190,1078061.9386164073
36191,981680.9033125973
36192,883158.9931064231
36193,850782.6714304399
36194,843005.1694208996
36195,849688.6547868324
36196,876508.7360021662
36197,962750.9163002863
36198,1194375.5843664617
36199,1277340.0395292465
36200,1320432.8695048054
36201,1227614.9364974764
36202,1171791.1066014143
36203,1171791.1066014143
36204,1171284.2137134662
36205,1143276.8605198308
36206,1119393.0161904793
36207,1119393.0161904793
36208,1127473.575714204
36209,1193597.6347777217
36210,1306953.6079201265
36211,1381918.803595874
36212,1393539.528600853
36213,1334898.9008993045
36214,1148477.7097642794
36215,1063367.0337806973
36216,1061406.4779139627
36217,1045179.9310079528
36218,1043920.962649375
36219,1123424.3840755254
36220,1190089.580538285
36221,1269752.534097091
36222,1500314.1400789854
36223,1541565.589562838
36224,1598891.7804109696
36225,1447597.6353896342
36226,1302664.165602969
36227,1221361.2411799107
36228,1173441.5295122294
36229,1145434.176318594
36230,1121550.331989243
36231,1121550.331989243
36232,1129630.8915129676
36233,1196320.6745709516
36234,1382179.358381004
36235,1459372.9749623798
36236,1481349.0319265975
36237,1478868.441157322
36238,1338522.3281544852
36239,1270436.0459543676
36240,1246068.6286739341
36241,1234638.554188554
36242,1256790.2235522857
36243,1270411.773552286
36244,1295760.10933283
36245,1449082.6582479642
36246,1696475.17730162
36247,1707012.0305187097
36248,1511808.6080493866
36249,1309152.7406052505
36250,1162213.1269836172
36251,1142920.0238400435
36252,1139047.8581597374
36253,1116508.3793217305
36254,1104896.3262262337
36255,1104896.3262262337
36256,1120732.96297846
36257,1198806.033723898
36258,1344558.6305909618
36259,1427826.3962616995
36260,1429189.0276130405
36261,1362043.0694842734
